point_id,seed,intervention,phi_lower,phi_upper,phi_mean,psi_feasible_lower,psi_feasible_upper,phi_psi_sign_agree
baseline,46,novel_slot,-0.08208770045145551,-0.07975893689529323,-0.08114084171422904,-0.08215036742345555,-0.07956964581064352,True
baseline,46,provider_balance,-0.12018338061930332,-0.11816833909000027,-0.11928490580580148,-0.12124549779742674,-0.11864672709160126,True
lhs-001,42,repeat_cap,0.023149972910711584,0.027289150147199216,0.02489626439809358,0.023041675248087746,0.026436623151260653,True
lhs-001,42,explore_slot,-0.13995737242856401,-0.13772157365211776,-0.1385714389843196,-0.13591055925068934,-0.13452673579260455,True
lhs-001,42,tail_slot,-0.07097261411143083,-0.06579165036245159,-0.06738992488858843,-0.06575297169457535,-0.06168583397185373,True
lhs-001,42,diversify,-0.06117471896040169,-0.060415012698108415,-0.06093515089915509,-0.06187669838467509,-0.06120190711614384,True
lhs-001,42,novel_slot,-0.09540326242885039,-0.09138588742388709,-0.09308887271924282,-0.09122384357606328,-0.08956057898328885,True
lhs-001,42,provider_balance,-0.12241812118921538,-0.12092562666372286,-0.12164131916404623,-0.12139725080195968,-0.11957364999491991,True
lhs-001,43,repeat_cap,0.024116763708920984,0.027139898865046776,0.02576778525324635,0.024063466094913437,0.02739494426462515,True
lhs-001,43,explore_slot,-0.13935830985956515,-0.1357025735131356,-0.13834507308824548,-0.13606942219048077,-0.13413150746070948,True
lhs-001,43,tail_slot,-0.06849559759833916,-0.06522937671987379,-0.06705398362718634,-0.06477948285671943,-0.062141408232606644,True
lhs-001,43,diversify,-0.061307343420817936,-0.06054850181538555,-0.061008750982561505,-0.06182704707906017,-0.06122672938292677,True
lhs-001,43,novel_slot,-0.09914594845059028,-0.09191699377205569,-0.0937582376079779,-0.09603653897628428,-0.08912766569331342,True
lhs-001,43,provider_balance,-0.12154178943446742,-0.11972997930459386,-0.12088313260597282,-0.12039450523238276,-0.1191357734278102,True
lhs-001,44,repeat_cap,0.019468591544814094,0.024620469216380777,0.022631653321675063,0.019285767807849047,0.024489205776830846,True
lhs-001,44,explore_slot,-0.14054842396888903,-0.13796770651156806,-0.13932377371409504,-0.13612213817942323,-0.13484502337007745,True
lhs-001,44,tail_slot,-0.06987988690284849,-0.0664532019850893,-0.06809674930161877,-0.06474870587612547,-0.06122262087799692,True
lhs-001,44,diversify,-0.06073597395641113,-0.060102642508249704,-0.06030806153867872,-0.06140214308343126,-0.06046619455033947,True
lhs-001,44,novel_slot,-0.09595449946157922,-0.09254620943660785,-0.09417847331759785,-0.09386660588913712,-0.08877265725241186,True
lhs-001,44,provider_balance,-0.12115349850506807,-0.1196938334516502,-0.12051977749321485,-0.12072506344781433,-0.11843683443983949,True
lhs-001,45,repeat_cap,0.02205069938008867,0.0267946775656038,0.02385744022772867,0.02158985604463244,0.027222209268455984,True
lhs-001,45,explore_slot,-0.13949645860144602,-0.1375256403440337,-0.1387576943926912,-0.13598230334689743,-0.13461287532099267,True
lhs-001,45,tail_slot,-0.06976403283681594,-0.06664959460147753,-0.06824063329659778,-0.06558560684791602,-0.062174092558726565,True
lhs-001,45,diversify,-0.06215554516557267,-0.0601836368304575,-0.0611615910347415,-0.06239803889038836,-0.061266488226276596,True
lhs-001,45,novel_slot,-0.09577831882835865,-0.09062666403499639,-0.09253090665285428,-0.0925077861019635,-0.08831819594664374,True
lhs-001,45,provider_balance,-0.12325010196053651,-0.11953128693053418,-0.12187562007729608,-0.1219846791611994,-0.11832802268238107,True
lhs-001,46,repeat_cap,0.02164918258064774,0.025806907679768114,0.02364109866681418,0.021642233070810306,0.02572462724230442,True
lhs-001,46,explore_slot,-0.1398378703394626,-0.13855518751074553,-0.13914781899845627,-0.13533972782887455,-0.13456552349699336,True
lhs-001,46,tail_slot,-0.0697221819547892,-0.06541296083722538,-0.06763209274825889,-0.06531195760751375,-0.0600750003485702,True
lhs-001,46,diversify,-0.06142758205558698,-0.06016159497681324,-0.06088861947746499,-0.061756209294652795,-0.06110368888551014,True
lhs-001,46,novel_slot,-0.0949684534326082,-0.09219318236071702,-0.09334820574309627,-0.09141290895668776,-0.08952952584974555,True
lhs-001,46,provider_balance,-0.12386195051145,-0.12021886975564819,-0.12182349143794047,-0.12114027604090587,-0.11923679392299315,True
lhs-002,42,repeat_cap,0.1605861243466189,0.17306591149721434,0.16543316483873155,0.16018236712381861,0.17134509408187293,True
lhs-002,42,explore_slot,-0.04726450012137142,-0.044155906664365946,-0.0454381789550819,-0.04539990945272571,-0.043206078149913583,True
lhs-002,42,tail_slot,-0.06743113641091104,-0.06288330403468753,-0.06461585605962876,-0.06625140613152279,-0.06201769557470335,True
lhs-002,42,diversify,-0.061374594020068785,-0.05953968498782711,-0.060277683972933,-0.062745682387276,-0.0611861386462123,True
lhs-002,42,novel_slot,-0.08713635274392972,-0.08357192913482525,-0.08561713554926287,-0.08615991801754029,-0.08264883292045502,True
lhs-002,42,provider_balance,-0.12073789482999633,-0.1197774678364717,-0.1202693944994,-0.1216739216996532,-0.12051951858518614,True
lhs-002,43,repeat_cap,0.15798723224230374,0.16848662890944707,0.1641854783199093,0.15758148489719684,0.16733078372047933,True
lhs-002,43,explore_slot,-0.04635111143917672,-0.04285999741095223,-0.04502728540005384,-0.04536680745985723,-0.04222569812607055,True
lhs-002,43,tail_slot,-0.06431827990912439,-0.06256456645935903,-0.06361790572512473,-0.06381899675064143,-0.062394447745373054,True
lhs-002,43,diversify,-0.060235461090900076,-0.059975913669503014,-0.06009336445477468,-0.062130367994741545,-0.061447508583419665,True
lhs-002,43,novel_slot,-0.09087049207725999,-0.08136525296791587,-0.0851325415988439,-0.08983323274701552,-0.080503862557235,True
lhs-002,43,provider_balance,-0.12012695461941145,-0.11717350934059269,-0.11888645516289284,-0.12184124566152543,-0.11774832109903229,True
lhs-002,44,repeat_cap,0.15360098457321675,0.16488568546874777,0.1608427703172924,0.15268625508495554,0.16380486951888773,True
lhs-002,44,explore_slot,-0.046531919680214875,-0.04522635742135123,-0.04594813575908105,-0.045373468364813,-0.0438746935593389,True
lhs-002,44,tail_slot,-0.06531408427032279,-0.06353272059261916,-0.06443585170938526,-0.06488525302158504,-0.06252466224960952,True
lhs-002,44,diversify,-0.06016488884586492,-0.05895237483555438,-0.05964314440613651,-0.0616031915132448,-0.06049168985465214,True
lhs-002,44,novel_slot,-0.08843981713599773,-0.0828660060842891,-0.08504879361492391,-0.08731063026587667,-0.08204397630498732,True
lhs-002,44,provider_balance,-0.1200666565711396,-0.11877316388944449,-0.11958791376411397,-0.12234429820348104,-0.12013407128330905,True
lhs-002,45,repeat_cap,0.1559791312941783,0.17064623754562622,0.1623073796213812,0.15549574823630388,0.16978534004976603,True
lhs-002,45,explore_slot,-0.045907367653386266,-0.04492971624664232,-0.045396682797569574,-0.04517904277567208,-0.044135474998256596,True
lhs-002,45,tail_slot,-0.06611571795555535,-0.0644287446595854,-0.06510336299833375,-0.06548305446178035,-0.06381475876263087,True
lhs-002,45,diversify,-0.061046538194405836,-0.05988962313142038,-0.06067217029791707,-0.06263044109576225,-0.061596912637591074,True
lhs-002,45,novel_slot,-0.08719507019221814,-0.08252747102558879,-0.08412115043082721,-0.08624468794472791,-0.08120351328994377,True
lhs-002,45,provider_balance,-0.12129321503738441,-0.11884241621591957,-0.1202650932696167,-0.12310116421216274,-0.12016545873729163,True
lhs-002,46,repeat_cap,0.1546004139361444,0.17025844722677458,0.16179420126350375,0.15388779471532582,0.16837237594506269,True
lhs-002,46,explore_slot,-0.04650116286666092,-0.04525382392809063,-0.045642806673845675,-0.045151887340863034,-0.04375417140809798,True
lhs-002,46,tail_slot,-0.06651693635792473,-0.062343045850979495,-0.06448115694104437,-0.06556924721172182,-0.060766330250781174,True
lhs-002,46,diversify,-0.06107321814970709,-0.05970209004071919,-0.06019615821218805,-0.062370999607536844,-0.061055551197105214,True
lhs-002,46,novel_slot,-0.08427315376561297,-0.08187451241507959,-0.08333906132936163,-0.08333276474833218,-0.08094801485673177,True
lhs-002,46,provider_balance,-0.12209897393068272,-0.11910585490080154,-0.12027628455883811,-0.12350377585976145,-0.1200075020838091,True
lhs-003,42,repeat_cap,0.04427959745747192,0.05151282554214643,0.04699346489868515,0.04438431754134029,0.051364415203165,True
lhs-003,42,explore_slot,-0.0013208975923801108,0.002716439453208371,0.0008767061376019108,0.0013803081216164292,0.003893764964071178,True
lhs-003,42,tail_slot,-0.06900530474813706,-0.06265196990476812,-0.06490412453793941,-0.0655417290965222,-0.060454709262530125,True
lhs-003,42,diversify,-0.06301579336712312,-0.06089427834040466,-0.061719987065183356,-0.06424050699279689,-0.06324974799542617,True
lhs-003,42,novel_slot,-0.09199075980019253,-0.08751471939079003,-0.08947562779133418,-0.0881306346257085,-0.08527529442324035,True
lhs-003,42,provider_balance,-0.12206219093572347,-0.12102354937055657,-0.12150541980441881,-0.12257471625225123,-0.12143589543577814,True
lhs-003,43,repeat_cap,0.04390189901179347,0.04927879446013156,0.04687735744263953,0.04412583806880754,0.04895738367645621,True
lhs-003,43,explore_slot,-0.0002684460382950493,0.004112237109303514,0.0010467331331208219,0.0017506053730098614,0.00491317258162708,True
lhs-003,43,tail_slot,-0.06570672408157441,-0.06283871683118888,-0.06431092152982582,-0.06301147817345307,-0.06064279641887395,True
lhs-003,43,diversify,-0.06217403374347032,-0.061435606970270035,-0.06190640627351104,-0.06394818563666238,-0.06326261315965068,True
lhs-003,43,novel_slot,-0.09472688263331924,-0.08658935415032464,-0.0892431126875288,-0.09230175159323518,-0.08391561537603467,True
lhs-003,43,provider_balance,-0.12171330628979163,-0.1199027818310635,-0.12104150660491955,-0.12266158657152634,-0.12073393539493785,True
lhs-003,44,repeat_cap,0.03988561226212735,0.04599004293663231,0.0440270149264036,0.04006160495420039,0.045785134148876125,True
lhs-003,44,explore_slot,-0.0008927090365123298,0.0010198767906431647,-0.00014337434634881637,0.0011452101997551692,0.0029064979522091853,False
lhs-003,44,tail_slot,-0.06585442282265297,-0.06449763439616596,-0.06540948598375432,-0.06351549724384933,-0.061271418661262955,True
lhs-003,44,diversify,-0.06178260803567135,-0.0604492353121371,-0.061023344581167954,-0.0634773788169096,-0.06243243489588843,True
lhs-003,44,novel_slot,-0.09197100063352784,-0.08798242627961303,-0.08969923482280928,-0.08902420691599386,-0.08541398430970584,True
lhs-003,44,provider_balance,-0.12158144015573585,-0.12054554866875933,-0.12084285715337025,-0.12261728543007833,-0.12115322671677335,True
lhs-003,45,repeat_cap,0.04216756019987276,0.05084048331697674,0.04568095655171057,0.04219201972878212,0.05081378137105251,True
lhs-003,45,explore_slot,9.844305901824876e-05,0.0014898226120158915,0.0006169392064526911,0.0017241347923737957,0.0031053431760068202,True
lhs-003,45,tail_slot,-0.0669144989384801,-0.06425517500569478,-0.06549240092749974,-0.06482539459320415,-0.061462737012125186,True
lhs-003,45,diversify,-0.06287156837636157,-0.06140259253948599,-0.06216103777782976,-0.06473375592182075,-0.0633494730904572,True
lhs-003,45,novel_slot,-0.09161976784722706,-0.08652551014722874,-0.0883884654803414,-0.08833650127974813,-0.08431960572950929,True
lhs-003,45,provider_balance,-0.12328503754444206,-0.12048184057028383,-0.1221507235137871,-0.12440589467905339,-0.12096815785107837,True
lhs-003,46,repeat_cap,0.040872224600372174,0.050777114318883876,0.04523187990445602,0.04121896212493602,0.05033441709578238,True
lhs-003,46,explore_slot,-0.0010696071689314517,0.0008952120705387708,-7.680170293664025e-06,0.001749208129640513,0.002930803884148821,False
lhs-003,46,tail_slot,-0.06727143228225288,-0.06248030911332468,-0.0649232057933092,-0.06475092658690006,-0.05922939935549121,True
lhs-003,46,diversify,-0.06222240817237699,-0.061410024024664285,-0.06169709250891091,-0.06368025666209923,-0.06310855058329301,True
lhs-003,46,novel_slot,-0.08919836472092396,-0.0874365430009006,-0.08845690142651293,-0.08622729595145254,-0.08464400178289852,True
lhs-003,46,provider_balance,-0.12408377162735813,-0.12060531525145608,-0.12189123202670053,-0.12465699233109892,-0.12139837071024294,True
lhs-004,42,repeat_cap,0.25207368189527896,0.26364897424142975,0.2558909655998851,0.25063849341630423,0.262204726965186,True
lhs-004,42,explore_slot,-0.07048075660351612,-0.06934222994998782,-0.0698354939161486,-0.07048485758448354,-0.06888213082495563,True
lhs-004,42,tail_slot,-0.07051026116596247,-0.06737124242540758,-0.06894553880429255,-0.07087288637543271,-0.06706605805247133,True
lhs-004,42,diversify,-0.05981686169990405,-0.057860566971100126,-0.05907523814421482,-0.06098007057212556,-0.0590193352573481,True
lhs-004,42,novel_slot,-0.08487938869539098,-0.08156419906745183,-0.083873187504834,-0.08462906203423325,-0.08133370973759971,True
lhs-004,42,provider_balance,-0.12029437281638172,-0.11755325873384759,-0.11867568092636427,-0.12024218629452696,-0.11807526403054991,True
lhs-004,43,repeat_cap,0.24910262787349582,0.25909645550000826,0.2554307069097337,0.24923177382879835,0.257218445041136,True
lhs-004,43,explore_slot,-0.07001196583462084,-0.0685940530141933,-0.06956558015667576,-0.07014413298940939,-0.06847988308489604,True
lhs-004,43,tail_slot,-0.06911126287823774,-0.06763628651222378,-0.06859130589493848,-0.0693477270247326,-0.0677334532512896,True
lhs-004,43,diversify,-0.059805588803445255,-0.05908343359763965,-0.059430236052290863,-0.06084593094539395,-0.05970463657078658,True
lhs-004,43,novel_slot,-0.0871764213137758,-0.08055135200987867,-0.08338398179452546,-0.08715763457183677,-0.08033988302819363,True
lhs-004,43,provider_balance,-0.11836173652978926,-0.1142417531656149,-0.11713537916623262,-0.11895973678264538,-0.11454929054031268,True
lhs-004,44,repeat_cap,0.24282463257380543,0.2564905102337526,0.25161769032202075,0.2420967675948009,0.2551142357300838,True
lhs-004,44,explore_slot,-0.07086397995037286,-0.0696377361982486,-0.07010900806507937,-0.07064415101158947,-0.06927551640719067,True
lhs-004,44,tail_slot,-0.06953840647922234,-0.06771212565678292,-0.06887589891130616,-0.06989710608243752,-0.06711061277036957,True
lhs-004,44,diversify,-0.0592320784373674,-0.05829275998846517,-0.05877361574069944,-0.06015044596907777,-0.05859131542451206,True
lhs-004,44,novel_slot,-0.08578907031854936,-0.08209467755839299,-0.0833842113280668,-0.08537319295333942,-0.08208630623888374,True
lhs-004,44,provider_balance,-0.11932935019960483,-0.11724506149906369,-0.11793716210256791,-0.12036887853467527,-0.11747408921072447,True
lhs-004,45,repeat_cap,0.24607345444866058,0.26284183538272105,0.2532135057572965,0.24608930180812802,0.2617655323475563,True
lhs-004,45,explore_slot,-0.0702481699101453,-0.06925564036472284,-0.06968705445249151,-0.07000373634763267,-0.06924769382225204,True
lhs-004,45,tail_slot,-0.07050052467378373,-0.0683531894145492,-0.06940358127971681,-0.0707202551363254,-0.06871075584470962,True
lhs-004,45,diversify,-0.05938039863983566,-0.05875781604127064,-0.059118846864864946,-0.06035437646206084,-0.059580248653783655,True
lhs-004,45,novel_slot,-0.08645710870687415,-0.08043985188341331,-0.08302814983922985,-0.08626501409584608,-0.0801907219246334,True
lhs-004,45,provider_balance,-0.1185957224920619,-0.11687983267839475,-0.11779499479695238,-0.11958865284468474,-0.11722911326384418,True
lhs-004,46,repeat_cap,0.24432544849707116,0.2566956537707154,0.2511262388388932,0.24326935869688415,0.2555401525341047,True
lhs-004,46,explore_slot,-0.07009123876244076,-0.06932260448830385,-0.06987126116540626,-0.06986679514013483,-0.06872343140191758,True
lhs-004,46,tail_slot,-0.07053478116415457,-0.06684791872728055,-0.06902560284728952,-0.07050389348297377,-0.06587522934256668,True
lhs-004,46,diversify,-0.059124857396004496,-0.05830892668326257,-0.05879438512333551,-0.0599685699317049,-0.05865674552288666,True
lhs-004,46,novel_slot,-0.08395319301975859,-0.08100202725670451,-0.08255483866049601,-0.08334325077248692,-0.08045254553572774,True
lhs-004,46,provider_balance,-0.11949409583965945,-0.11722406444315109,-0.118711002696019,-0.12048754938491962,-0.1168276670370644,True
lhs-005,42,repeat_cap,0.1669132964453875,0.1808202090594957,0.17233819171876402,0.16601786549778536,0.17867017694585208,True
lhs-005,42,explore_slot,-0.05720964417334356,-0.05551272380090779,-0.056457399003086155,-0.05746523900748844,-0.05608898048490944,True
lhs-005,42,tail_slot,-0.07080850181854141,-0.06860575526844014,-0.06966385566325686,-0.0719663078300674,-0.06938630348542922,True
lhs-005,42,diversify,-0.05987421371653363,-0.05770629041062213,-0.058955348462845975,-0.060510018929017216,-0.0589489481083989,True
lhs-005,42,novel_slot,-0.08414430052411069,-0.08058120769808132,-0.08272216936636487,-0.08516992533994955,-0.08082620942179299,True
lhs-005,42,provider_balance,-0.11879054461433222,-0.11724704404001993,-0.1180221701611169,-0.1190288299143292,-0.1184372121805278,True
lhs-005,43,repeat_cap,0.1626853556521927,0.176276958067978,0.17104597224358242,0.16183133808669675,0.17429615127861042,True
lhs-005,43,explore_slot,-0.05748002143203097,-0.055336138396655896,-0.056406498358316084,-0.05809950824273478,-0.05586713250530817,True
lhs-005,43,tail_slot,-0.06997706068412445,-0.06826604126195647,-0.06905758194976387,-0.07072715312501894,-0.06927966864678806,True
lhs-005,43,diversify,-0.05935487863962043,-0.05874828055659638,-0.0590525076464959,-0.06017363574122864,-0.05932943351960477,True
lhs-005,43,novel_slot,-0.08688993094051642,-0.07927674282516296,-0.08248838991002,-0.0875292532029424,-0.08005488269641452,True
lhs-005,43,provider_balance,-0.11752350574712397,-0.1152295141210592,-0.11680098143847095,-0.11895569025299231,-0.11574187279925272,True
lhs-005,44,repeat_cap,0.15925347056068986,0.17296205713462756,0.1674374382920479,0.1572166716885492,0.1708084205412338,True
lhs-005,44,explore_slot,-0.057423087227797355,-0.056566139018782276,-0.057022995701977976,-0.057962073037717936,-0.05671904026816335,True
lhs-005,44,tail_slot,-0.07029950436653348,-0.06925948449581584,-0.06965025912811298,-0.07091435582617771,-0.0697061165936736,True
lhs-005,44,diversify,-0.05925653053439508,-0.058041575102957654,-0.05866887232481886,-0.059942444057478596,-0.05852542667594798,True
lhs-005,44,novel_slot,-0.08492304225974524,-0.08127482511359028,-0.08243133089355875,-0.08526190787467097,-0.0817887408328489,True
lhs-005,44,provider_balance,-0.11841774050326702,-0.11639681203467943,-0.11772596888112294,-0.1200314243161418,-0.117538238439614,True
lhs-005,45,repeat_cap,0.16085547751755486,0.17918936079115666,0.16894522042104904,0.16011242489838862,0.17728180011815378,True
lhs-005,45,explore_slot,-0.05690312793095549,-0.05622236103189384,-0.05668218730612876,-0.0576968216307255,-0.057003833209842765,True
lhs-005,45,tail_slot,-0.07050940893911059,-0.06947589917999429,-0.07004340598676659,-0.0716462020296149,-0.07054881703850611,True
lhs-005,45,diversify,-0.05976717728283595,-0.05893414516568803,-0.05939337786894186,-0.060396001799177555,-0.06000863117452087,True
lhs-005,45,novel_slot,-0.08439281962469483,-0.08042280708484312,-0.08212484660012445,-0.08460373187365954,-0.08089572045215332,True
lhs-005,45,provider_balance,-0.11871185634879716,-0.11704327936147457,-0.11783717650794188,-0.12041654224516654,-0.118528545737603,True
lhs-005,46,repeat_cap,0.15903493225853105,0.17750799580774076,0.16781455983474938,0.15787053217431582,0.17538906322642248,True
lhs-005,46,explore_slot,-0.05757453694122701,-0.056171353621652376,-0.056730889827871084,-0.05771461955028804,-0.05659941492532737,True
lhs-005,46,tail_slot,-0.070790239314988,-0.06846634551172698,-0.06980821219934846,-0.07158026322930768,-0.06875652713084232,True
lhs-005,46,diversify,-0.059689311729264116,-0.05876984632104203,-0.05912800394921545,-0.06024825385570097,-0.059217048431915366,True
lhs-005,46,novel_slot,-0.08266759589181157,-0.08009255058449657,-0.08152220134888472,-0.08294954102052723,-0.08043723607747477,True
lhs-005,46,provider_balance,-0.11927075869091443,-0.11734127020855992,-0.11853499323354609,-0.12070168760406687,-0.11808194036404461,True
lhs-006,42,repeat_cap,0.17914602131456625,0.19204041462424046,0.18399851112294494,0.17871134665730698,0.18970860343189155,True
lhs-006,42,explore_slot,-0.020291307390614507,-0.01814569253287754,-0.019079786191337607,-0.019733566230878866,-0.017690085026954204,True
lhs-006,42,tail_slot,-0.06781269099938912,-0.06403427660034586,-0.06548659129860634,-0.0671490477537812,-0.06327310673416374,True
lhs-006,42,diversify,-0.061192829209177124,-0.05948407616399941,-0.060286532171438575,-0.0626116034942947,-0.06147848044306808,True
lhs-006,42,novel_slot,-0.085462079486306,-0.0813326515879931,-0.08414872709943026,-0.08477853120606156,-0.0803098673256126,True
lhs-006,42,provider_balance,-0.12072753550936643,-0.11945204241420068,-0.12030724105254657,-0.12196567891946575,-0.12061033105895148,True
lhs-006,43,repeat_cap,0.17605501082910824,0.1879835648803863,0.1832291714603767,0.17528686602251656,0.1859363545124107,True
lhs-006,43,explore_slot,-0.019699622202249648,-0.017317715783447096,-0.018964295401864652,-0.01915276330962583,-0.017344604795956904,True
lhs-006,43,tail_slot,-0.06583946974762628,-0.06383695282353977,-0.06487863068330763,-0.06533622028323216,-0.06349016114124509,True
lhs-006,43,diversify,-0.06059466936919089,-0.06008627520163854,-0.06028082135135474,-0.062210364864371905,-0.061500333641731915,True
lhs-006,43,novel_slot,-0.08799871262812187,-0.08019638042353586,-0.08343798489664482,-0.08695319237010872,-0.07942006061182015,True
lhs-006,43,provider_balance,-0.12093805951858855,-0.11691098745456514,-0.11944108878264101,-0.12267136610640368,-0.1180226998124543,True
lhs-006,44,repeat_cap,0.1722157249241218,0.18507889559482313,0.1796834580318464,0.17100185820785457,0.18288711823964507,True
lhs-006,44,explore_slot,-0.02066054984087744,-0.018521186957609213,-0.019521946932708267,-0.019798099278404445,-0.01804182890824367,True
lhs-006,44,tail_slot,-0.06649804564256485,-0.06400403567702684,-0.0653920887227726,-0.06614776799434564,-0.06293855053927791,True
lhs-006,44,diversify,-0.060159320545867284,-0.0592113759611946,-0.05980921512378834,-0.06179018554876562,-0.060959447122171107,True
lhs-006,44,novel_slot,-0.08548525001556073,-0.08198671393137343,-0.08336077311993545,-0.08458342062159344,-0.08137385486548246,True
lhs-006,44,provider_balance,-0.12112950916255348,-0.11867795596009814,-0.11988538356678,-0.12320896596037667,-0.12019017118618743,True
lhs-006,45,repeat_cap,0.17440354736869115,0.18949029510804646,0.18113677149319424,0.1736860951487748,0.18815183961662135,True
lhs-006,45,explore_slot,-0.019910856308784225,-0.01810612818021879,-0.019079736959337505,-0.01938641207692408,-0.017678734992939787,True
lhs-006,45,tail_slot,-0.06675403143739816,-0.06489366931763763,-0.06572813286478742,-0.0667399417293341,-0.06427508728081313,True
lhs-006,45,diversify,-0.06081045381860558,-0.05987918716339562,-0.06039784235232497,-0.06267520118645123,-0.06169521907200474,True
lhs-006,45,novel_slot,-0.08524611190083532,-0.08108081569880246,-0.08288270338400168,-0.08394013378911135,-0.08049408667851653,True
lhs-006,45,provider_balance,-0.12140601772649394,-0.11969152194607724,-0.1206911641301166,-0.12351562407638798,-0.121008030732935,True
lhs-006,46,repeat_cap,0.17389449484628008,0.187950881130262,0.1804604456047092,0.17231060999644102,0.1859526433352613,True
lhs-006,46,explore_slot,-0.020254545597047337,-0.01884213188091855,-0.019534717918296682,-0.019238983257463576,-0.018127890377673633,True
lhs-006,46,tail_slot,-0.06748305094050532,-0.06300554008134752,-0.06529874022769239,-0.06647324014810126,-0.06202717294197082,True
lhs-006,46,diversify,-0.06054687758306646,-0.05948907099924361,-0.060148527474786544,-0.06252821125282085,-0.061332128474799436,True
lhs-006,46,novel_slot,-0.08291796769910807,-0.08114652214513514,-0.08206984838637797,-0.08222602325823133,-0.07995364943402994,True
lhs-006,46,provider_balance,-0.12194300397996655,-0.11937036399173492,-0.12067065676783341,-0.12328281861140543,-0.1208326311040545,True
lhs-007,42,repeat_cap,-0.00211424408102577,0.005042246492834982,0.000668605925791009,-0.0019153316693529497,0.005195927397094772,True
lhs-007,42,explore_slot,-0.09914651114006384,-0.09821551816471426,-0.09857788993122543,-0.09964289065414157,-0.09885696075629934,True
lhs-007,42,tail_slot,-0.07819390336146992,-0.07703375099694414,-0.0774888393228673,-0.07839271967081217,-0.0773423739353692,True
lhs-007,42,diversify,-0.058923729312304725,-0.058128323154870806,-0.05865004056802424,-0.05883203463129885,-0.05807304140287948,True
