seed,intervention,phi_lower,phi_upper,phi_mean,psi_feasible_lower,psi_feasible_upper,phi_psi_sign_agree,robust_phi
102,diversify,-0.0601320269948053,-0.0589306411761355,-0.0593726365822124,-0.0615597517964703,-0.0598932721594409,True,-0.05915786515227635
102,novel_slot,-0.0842458508270605,-0.0793629951705008,-0.0816577089491001,-0.0847302289617395,-0.0796111810101619,True,-0.08424503930851278
102,provider_balance,-0.1191856749526185,-0.1166918427965331,-0.1183792465208001,-0.1207989116116484,-0.1183924836943959,True,-0.11883272648644745
103,repeat_cap,0.2697311686853911,0.281230370518007,0.2754204818559432,0.2689846217986454,0.27981912983981,True,0.27063582942266384
103,explore_slot,-0.0884691356961912,-0.0871694665026666,-0.0877777104229473,-0.088844135441483,-0.0874827846810883,True,-0.08760570206443388
103,tail_slot,-0.0690386633890797,-0.0666183244317711,-0.0678913687717085,-0.0689687566147428,-0.066008739589909,True,-0.06847200993588952
103,diversify,-0.0591712435337475,-0.058344357745231,-0.0586785167211001,-0.0606506230887281,-0.0590510026881636,True,-0.05885793842162955
103,novel_slot,-0.0844622301912737,-0.0808908663821155,-0.0825978883946775,-0.0849291665115518,-0.0812808629082465,True,-0.08404965730865115
103,provider_balance,-0.1188543766637835,-0.1174335073549192,-0.1183856119474164,-0.1202020781516686,-0.1176198365439871,True,-0.11856549191286618
104,repeat_cap,0.2642054386154749,0.2775663037178791,0.2725147381432219,0.2630987298271778,0.2758780015001305,True,0.2655538278558241
104,explore_slot,-0.0877885746630182,-0.0873651070848633,-0.087531704066414,-0.0884830729070488,-0.0876985136209981,True,-0.08755516905121198
104,tail_slot,-0.0680502354656822,-0.0659974007380221,-0.0672138494063372,-0.0683143007864936,-0.0660710660309294,True,-0.06705206986410939
104,diversify,-0.0597671240515034,-0.0592563649685383,-0.05954010294166,-0.0608765028396733,-0.0604860490653174,True,-0.05941787140338979
104,novel_slot,-0.0829586892682275,-0.0788473666795558,-0.0812968582253495,-0.0833886859748387,-0.0792204996446327,True,-0.08248539773289432
104,provider_balance,-0.1197695014313182,-0.1172609314106509,-0.1186093678963026,-0.1212203655255685,-0.1182525630272038,True,-0.11915238008001575
105,repeat_cap,0.2667222260596845,0.281119424841271,0.2741581307517436,0.2664419992048966,0.2797824348716616,True,0.268554271641944
105,explore_slot,-0.0875822648974089,-0.0858243259379039,-0.0870959136336025,-0.0883504787612771,-0.0863989015005969,True,-0.08682100150886699
105,tail_slot,-0.0687464257241173,-0.0656424983079302,-0.0672842476008254,-0.0690489733157073,-0.0659998286208769,True,-0.06718787137020137
105,diversify,-0.0601354903285806,-0.0589879477021342,-0.059491099916282,-0.0614924845427653,-0.0605126509964078,True,-0.0595417115990869
105,novel_slot,-0.0837544247200961,-0.0809185792342467,-0.0821764138348488,-0.0840715344533306,-0.0811036211322693,True,-0.08377841159651156
105,provider_balance,-0.1189738320254557,-0.1178803012267412,-0.1185923263800332,-0.120503166322803,-0.1193448232299658,True,-0.11883362082755913
106,repeat_cap,0.2590185171808596,0.2802945348257191,0.2703386919804011,0.2581582804272284,0.279649862555997,True,0.26475011464289894
106,explore_slot,-0.0880261893564372,-0.0869646667218806,-0.0874541415251857,-0.0884498765242908,-0.0875317312395637,True,-0.08762569520664604
106,tail_slot,-0.0685995853150464,-0.0658581895141227,-0.067014256304926,-0.0684385819459499,-0.0654720000083311,True,-0.06762991348097724
106,diversify,-0.0603184974856228,-0.0589493715938391,-0.0595775118345691,-0.0621449715274322,-0.0598805113161482,True,-0.05921377647593368
106,novel_slot,-0.0823464118161263,-0.0782582344417314,-0.0802577163155589,-0.0824124830656235,-0.0787573440990083,True,-0.08291351331369466
106,provider_balance,-0.1206690113605154,-0.1187811922104502,-0.1194336839052854,-0.1218330588596073,-0.1196197839418593,True,-0.12029141082771866
107,repeat_cap,0.2671228734219222,0.2808864850438025,0.2745939361744786,0.2666596461167791,0.2799626891351375,True,0.270600503107211
107,explore_slot,-0.0878665507045169,-0.0871497744549673,-0.0875462912020824,-0.0883046701105515,-0.087225544671381,True,-0.08766564383144236
107,tail_slot,-0.068459885247611,-0.0673017132013071,-0.0679388584856173,-0.0683845368712968,-0.0668170233451727,True,-0.0686095950707815
107,diversify,-0.0600451870319335,-0.058696564666768,-0.0594257477641374,-0.0610406994815414,-0.0603337039203212,True,-0.05959899231864049
107,novel_slot,-0.0854911540141812,-0.0798681277460501,-0.0825310938575423,-0.0852478085117646,-0.07983841182693,True,-0.08402603162730989
107,provider_balance,-0.1188080644182895,-0.1169661125384423,-0.1179202373530124,-0.1201779413264124,-0.1178371877889802,True,-0.11813255253001714
108,repeat_cap,0.2646495159351488,0.2839353506351353,0.2750555653932111,0.2637245965051438,0.283027410954309,True,0.267093725302809
108,explore_slot,-0.0876699891918694,-0.087050059072227,-0.0873448452240159,-0.0878589920281823,-0.0873160164191139,True,-0.08751322368633893
108,tail_slot,-0.0681608206707446,-0.0664015725370051,-0.0672892009503794,-0.0682709260461906,-0.0660507000917313,True,-0.06764093154329198
108,diversify,-0.060503958072704,-0.058726339026021,-0.0593230165416169,-0.0614483647461103,-0.0593787404975476,True,-0.059230626214049016
108,novel_slot,-0.0837765842056122,-0.0802028857728709,-0.0825138639991994,-0.0840977321747717,-0.080203804434666,True,-0.08361829964981146
108,provider_balance,-0.1189768752542103,-0.1173907083029088,-0.1181331060717837,-0.1197946386761847,-0.1178602949339158,True,-0.11826497192550975
109,repeat_cap,0.264532426320038,0.2876055808876255,0.2753710769508458,0.2647421827886011,0.2860845394825488,True,0.2682282069611947
109,explore_slot,-0.0874985224224461,-0.0871419522555085,-0.0873162233280125,-0.0880085878059084,-0.087496746793039,True,-0.08737160664305407
109,tail_slot,-0.0691540985284115,-0.0667633213616344,-0.0676801665854836,-0.0693887661273829,-0.0666176515289474,True,-0.0686708884393552
109,diversify,-0.0597774967101666,-0.05931216346563,-0.0594817595897721,-0.0607822960925364,-0.0599637576272891,True,-0.059353155711629385
109,novel_slot,-0.0855578064360769,-0.0807578837015838,-0.0829899690983466,-0.0857618798768039,-0.0805098669693628,True,-0.08515536478258864
109,provider_balance,-0.1203175691886339,-0.1173795857085146,-0.1186820194387233,-0.1212220476902896,-0.1179166843655083,True,-0.12045798941114598
110,repeat_cap,0.2695628547293373,0.2821088600535855,0.2750289070808521,0.2688144818213264,0.281094018689944,True,0.2706185996998635
110,explore_slot,-0.0880834866983576,-0.0873445775530119,-0.0877954839791423,-0.0883309235001189,-0.0870021418576095,True,-0.08768034414839525
110,tail_slot,-0.0687961954838173,-0.066755403354528,-0.0677177168888757,-0.0687361321133129,-0.0666622093629672,True,-0.06816988381419485
110,diversify,-0.0596696645469929,-0.0586873732800441,-0.0591351372462924,-0.0609510520008767,-0.0598559086542626,True,-0.05918565749621102
110,novel_slot,-0.0851370818617792,-0.0776894894462797,-0.0819001704257409,-0.0849770010060533,-0.0776307566485804,True,-0.08442588824914189
110,provider_balance,-0.1191924251748718,-0.1181983808488513,-0.1186116839105634,-0.1204907358106877,-0.1189675905564557,True,-0.11858745130767773
111,repeat_cap,0.2668109321406012,0.282767598537985,0.2735169615282385,0.2660414604963058,0.2816801198800754,True,0.2706031276727171
111,explore_slot,-0.0883843441525083,-0.0874372635247433,-0.0878634136107382,-0.0888780229743022,-0.0875417972641604,True,-0.08820778899434367
111,tail_slot,-0.0686720221141595,-0.0663477940901343,-0.067580160061969,-0.068789287043509,-0.0659720219732879,True,-0.06801292133004086
111,diversify,-0.0605780251937951,-0.0592446878205371,-0.0598049723779015,-0.0619052057724233,-0.0597068342967619,True,-0.05966696603742236
111,novel_slot,-0.0834971542689452,-0.0808841254984957,-0.0824375458961669,-0.0834511097550021,-0.080650839942613,True,-0.08397726366286931
111,provider_balance,-0.1207523102640856,-0.1181924307445758,-0.11918070070903,-0.1217480886364996,-0.1189911136381811,True,-0.11879113167048934
112,repeat_cap,0.2616600768784451,0.284758863029816,0.273129168724823,0.261286641918962,0.2837985798576116,True,0.2654879150515224
112,explore_slot,-0.0877125682675098,-0.0872240944544049,-0.0874489643163711,-0.0878836360577563,-0.0876612123620857,True,-0.08762897957137639
112,tail_slot,-0.0686837650191441,-0.0665755636785261,-0.0676967427787656,-0.0689161618886256,-0.0664411648973113,True,-0.06775654598836915
112,diversify,-0.0604804519541366,-0.0584871435535798,-0.0595024577819574,-0.0615158802809911,-0.0594902361806975,True,-0.059732731443607474
112,novel_slot,-0.0826907079396185,-0.0793341209889602,-0.0815734591618876,-0.0826958923636488,-0.0797294578626309,True,-0.08388771608435787
112,provider_balance,-0.1200982319882782,-0.1181345995731314,-0.1193329675610338,-0.1210270383688972,-0.1191019549450091,True,-0.11996023723837487
113,repeat_cap,0.2656262584997878,0.2845718064963716,0.2745528578852215,0.2653175748725006,0.2832216873373281,True,0.2697617376247641
113,explore_slot,-0.0881494743448256,-0.0868469726650834,-0.0875851553386151,-0.0882783888369588,-0.0874999249444489,True,-0.08798920224660375
113,tail_slot,-0.0688943184693661,-0.0656330692524219,-0.0679366244084514,-0.0692451164012405,-0.0658318427432099,True,-0.0688646175101103
113,diversify,-0.059267346092226,-0.0587722057293986,-0.0590192018195954,-0.0604925003797364,-0.0599666304567998,True,-0.05883618466069449
113,novel_slot,-0.0833557613613685,-0.0806381565331027,-0.0820673701925466,-0.0838028208588373,-0.0811343240339585,True,-0.0843699202414107
113,provider_balance,-0.1186014584238076,-0.1172998258293879,-0.1179037416878109,-0.1195332506848258,-0.1184640735765577,True,-0.11820570174981343
114,repeat_cap,0.2595734693352263,0.2797362150914624,0.2713754911642855,0.2593267613907691,0.2793815446775502,True,0.2657870437627131
114,explore_slot,-0.0874208640911944,-0.0868533286726784,-0.0871690126966122,-0.087978119255247,-0.0873259147365221,True,-0.08691513295202119
114,tail_slot,-0.0682220796908127,-0.0662916122263135,-0.0669690666210008,-0.0688990303359782,-0.0657438261128078,True,-0.06737219766648186
114,diversify,-0.06103993164248,-0.0593234979623308,-0.0600309545782746,-0.062032439929388,-0.0604828738416198,True,-0.060088890237109116
114,novel_slot,-0.0831879164391906,-0.0801550875300465,-0.0816803298450172,-0.0835700064369375,-0.0802953577989579,True,-0.08407642679828749
114,provider_balance,-0.11986392670023,-0.1161815872702846,-0.1180277627364667,-0.1210120122782542,-0.1170645065650095,True,-0.11911980033729529
115,repeat_cap,0.2608965271241602,0.2818839456274961,0.2730051685828982,0.2594539102136851,0.2812282743920083,True,0.2636338761308444
115,explore_slot,-0.0878894801346577,-0.087548356850609,-0.0877258518817489,-0.0886915974825973,-0.0879901021683281,True,-0.08764330018592886
115,tail_slot,-0.0685500694384317,-0.0666545932164167,-0.0677585097454323,-0.0685262686470591,-0.0667958078283863,True,-0.0677737463134646
115,diversify,-0.0599947627544829,-0.0594012426848625,-0.0597050212333096,-0.0611079930084288,-0.0600519308886112,True,-0.05933366455670586
115,novel_slot,-0.0825788596386955,-0.0814127637278362,-0.0819166159908698,-0.0829014143455473,-0.0815795974165435,True,-0.08384800683512444
115,provider_balance,-0.1189400934793849,-0.1180287153868018,-0.1186678884345193,-0.1204962016174865,-0.1194114566538312,True,-0.11840736152715142
116,repeat_cap,0.2632189989667313,0.2824947563484222,0.2726568690939991,0.2617830819313039,0.2802343923029651,True,0.26722150733633887
116,explore_slot,-0.0881174042035391,-0.0870390820107294,-0.0877528419594173,-0.0887652226270693,-0.0876820729063091,True,-0.08801981018889685
116,tail_slot,-0.068861454282781,-0.0668608195820517,-0.0678354474861134,-0.069573740514232,-0.0665974127864182,True,-0.06809253853131685
116,diversify,-0.0606697947800455,-0.0575928832049264,-0.0590227066159423,-0.0619898599198831,-0.0586819351141416,True,-0.05969870091695359
116,novel_slot,-0.0839285148185766,-0.0799180713744651,-0.0815006986201036,-0.0833760017347119,-0.0800135544216412,True,-0.08306315810132593
116,provider_balance,-0.1216464248552066,-0.118214945527101,-0.1192049430367026,-0.1230321291662126,-0.1186540045491245,True,-0.11981821197746095
117,repeat_cap,0.260275375515483,0.2843782104167478,0.2728282126963348,0.2600428345728554,0.2834124811702519,True,0.2632626774939582
117,explore_slot,-0.0876110608975863,-0.0873403541815626,-0.0874694999688839,-0.0879764072731128,-0.0874706327756041,True,-0.08727248071610758
117,tail_slot,-0.0682294239816745,-0.0668962663206202,-0.0673528347790668,-0.0683129610672676,-0.0665467955623494,True,-0.06727885915927127
117,diversify,-0.0606649509917711,-0.058846335538663,-0.059561527879048,-0.0614051584259979,-0.0593576443525009,True,-0.05978852976767113
117,novel_slot,-0.0840092316354662,-0.0805070729380976,-0.0818286039391796,-0.0846160897408233,-0.0808215347151311,True,-0.0847756840206747
117,provider_balance,-0.1194190522502928,-0.1168770101832468,-0.1185570993824877,-0.1202973597249342,-0.1174617997798567,True,-0.11876895327094285
118,repeat_cap,0.2621221566041815,0.2821287374955023,0.2728202385385567,0.2603898510435861,0.28120616006591,True,0.2632695082287728
118,explore_slot,-0.0879954530475829,-0.0876255128322305,-0.0877996888196243,-0.0883841588301249,-0.088125227051255,True,-0.0879076478392532
118,tail_slot,-0.0681181840690365,-0.0669655577631336,-0.06779605862812,-0.0682991633917979,-0.0667789525762014,True,-0.068211333678847
118,diversify,-0.0599429074024536,-0.0587325938041742,-0.059375376476049,-0.0612542956829813,-0.0599910152449263,True,-0.05947050790246579
118,novel_slot,-0.0814092948477881,-0.0799285607206031,-0.0806773252360535,-0.0815667786834033,-0.0793824658781133,True,-0.08156875815884572
118,provider_balance,-0.1195921581404833,-0.1171124602008986,-0.1187204649551865,-0.1206737662139698,-0.1184245135559531,True,-0.11915085259725085
119,repeat_cap,0.2644075727806835,0.2832504890210664,0.2749836401406524,0.2634015849866316,0.2826169148136551,True,0.26596296186209367
119,explore_slot,-0.0882363176308986,-0.0870719092211402,-0.0878847250496387,-0.0885005320785636,-0.0873512393993015,True,-0.08822243875229696
119,tail_slot,-0.0690367306143236,-0.0670909728771969,-0.0681283640552658,-0.0690271977483274,-0.0673976943010339,True,-0.0689796367855525
119,diversify,-0.0605816549297706,-0.0583610557374955,-0.0592814954540499,-0.0617547790517295,-0.0595548420032514,True,-0.06025611234863694
119,novel_slot,-0.084795789378083,-0.081416802597585,-0.0828670881686486,-0.0846834904609373,-0.0815944882106516,True,-0.08428921673703763
119,provider_balance,-0.1204618301315309,-0.1163240989595099,-0.1182716660702433,-0.1219969477664908,-0.1172014884155065,True,-0.11797164001927227
