point_id,seed,intervention,phi_lower,phi_upper,phi_mean,psi_feasible_lower,psi_feasible_upper,phi_psi_sign_agree
oat-fatigue_strength-1p2500,45,tail_slot,-0.0686175710300723,-0.067192029160194,-0.0680058823837074,-0.0691797181940364,-0.0676873455086642,True
oat-fatigue_strength-1p2500,45,diversify,-0.0599059059049395,-0.0592879970479566,-0.0596692742924733,-0.0613184315581475,-0.0607556568504784,True
oat-fatigue_strength-1p2500,45,novel_slot,-0.0843146293907659,-0.0803178528044422,-0.0820212743600107,-0.0844857566583538,-0.0806895643277472,True
oat-fatigue_strength-1p2500,45,provider_balance,-0.1196498527632996,-0.1174544061367397,-0.1184483623045177,-0.1211242431238878,-0.1187814297764513,True
oat-fatigue_strength-1p2500,46,repeat_cap,0.2638065816667573,0.2804449358486336,0.2717940519976574,0.2623591929022466,0.2792667930152351,True
oat-fatigue_strength-1p2500,46,explore_slot,-0.088295859425873,-0.087019920625989,-0.0876417301675005,-0.0882195127739626,-0.0872975287289708,True
oat-fatigue_strength-1p2500,46,tail_slot,-0.06901180697919,-0.0658015896664491,-0.0677370326819774,-0.0690275699996509,-0.0651186608033588,True
oat-fatigue_strength-1p2500,46,diversify,-0.0599596039054342,-0.0591115399329036,-0.0594129134820487,-0.0606304507455946,-0.0599575964170671,True
oat-fatigue_strength-1p2500,46,novel_slot,-0.0820877004514555,-0.0797589368952932,-0.081140841714229,-0.0821503674234555,-0.0795696458106435,True
oat-fatigue_strength-1p2500,46,provider_balance,-0.1201833806193033,-0.1181683390900002,-0.1192849058058014,-0.1212454977974267,-0.1186467270916012,True
oat-repeat_threshold-2,42,repeat_cap,0.193392124694319,0.204083663844939,0.1973084795324899,0.1933073568181382,0.2030197686217664,True
oat-repeat_threshold-2,42,explore_slot,-0.0825965140254198,-0.080640898632361,-0.0814415433154623,-0.0808216195131174,-0.0793324943615702,True
oat-repeat_threshold-2,42,tail_slot,-0.0675051083785756,-0.0631598856803639,-0.0647540647609808,-0.0650702688678281,-0.0612550715047185,True
oat-repeat_threshold-2,42,diversify,-0.0614319148324644,-0.0593570785794766,-0.0604443431385033,-0.0627386348317853,-0.0613254881392781,True
oat-repeat_threshold-2,42,novel_slot,-0.0868589557702947,-0.0819524855970725,-0.0852413726766045,-0.0850278982509249,-0.0806277126592087,True
oat-repeat_threshold-2,42,provider_balance,-0.120855059619838,-0.1199656301703025,-0.1205051064502745,-0.1216990187920201,-0.1206862036856142,True
oat-repeat_threshold-2,43,repeat_cap,0.1909629092274276,0.1995040158171417,0.196247395992532,0.1910874515263473,0.1992873428964224,True
oat-repeat_threshold-2,43,explore_slot,-0.0820612826295992,-0.0796905989241859,-0.0814278753262123,-0.0805044916854098,-0.0785870094710706,True
oat-repeat_threshold-2,43,tail_slot,-0.0648692250558572,-0.0630910734003014,-0.0640887680776762,-0.0626656571496225,-0.0611470103782221,True
oat-repeat_threshold-2,43,diversify,-0.0606774295361632,-0.060121431490087,-0.0604612638006521,-0.0621905289850471,-0.0613010153569919,True
oat-repeat_threshold-2,43,novel_slot,-0.0889719405059533,-0.0811909507202307,-0.0843904671377118,-0.0877196153916137,-0.0794383627028859,True
oat-repeat_threshold-2,43,provider_balance,-0.1205712304948641,-0.1178826557480359,-0.1195630142767703,-0.1215105602042788,-0.11885542143366,True
oat-repeat_threshold-2,44,repeat_cap,0.1865547879686495,0.1966255143942613,0.1929672060602815,0.1863560328358387,0.1962668801515465,True
oat-repeat_threshold-2,44,explore_slot,-0.0825162392755331,-0.0811922570174063,-0.0819828887317291,-0.0807642101238763,-0.0796639978087514,True
oat-repeat_threshold-2,44,tail_slot,-0.0656547033979087,-0.0640421796440522,-0.0648571645208355,-0.0636041534108361,-0.0611588051508262,True
oat-repeat_threshold-2,44,diversify,-0.0601598068072596,-0.0594735570927773,-0.0597888999126325,-0.0621204668057338,-0.0610743842344263,True
oat-repeat_threshold-2,44,novel_slot,-0.0864340937039609,-0.0835977188264908,-0.0844235575292156,-0.0849317260987828,-0.0816372822187779,True
oat-repeat_threshold-2,44,provider_balance,-0.1206541629032844,-0.1193295761684143,-0.1200356857345857,-0.1218300855495696,-0.1206512249573322,True
oat-repeat_threshold-2,45,repeat_cap,0.1890484055773561,0.2019789545903813,0.1945605828496792,0.1890911474330133,0.2014690915090784,True
oat-repeat_threshold-2,45,explore_slot,-0.0820138883022141,-0.0810135411901522,-0.081606695020355,-0.0807120270041315,-0.0791868545833252,True
oat-repeat_threshold-2,45,tail_slot,-0.0665054132441938,-0.0644800358912202,-0.0653900536624619,-0.0646494314321779,-0.0619832368390786,True
oat-repeat_threshold-2,45,diversify,-0.0614277222593329,-0.0600206549337936,-0.0606893232235153,-0.0627446237494279,-0.0618950431243402,True
oat-repeat_threshold-2,45,novel_slot,-0.0860996407485648,-0.0823318677020116,-0.0839040768267148,-0.0840455377981674,-0.0809400340244339,True
oat-repeat_threshold-2,45,provider_balance,-0.1217818669824081,-0.1198728503340404,-0.1208669307183455,-0.1232361170522506,-0.1202984595071199,True
oat-repeat_threshold-2,46,repeat_cap,0.1873915727849076,0.2005332507283196,0.1935336879596299,0.1870439961800992,0.2000528881848527,True
oat-repeat_threshold-2,46,explore_slot,-0.0827693667408787,-0.0813055333265193,-0.0819437291743569,-0.0802294306295351,-0.0793457063015981,True
oat-repeat_threshold-2,46,tail_slot,-0.0668400706215057,-0.0621105831084287,-0.0648120203311851,-0.0643812208999714,-0.05923025540545,True
oat-repeat_threshold-2,46,diversify,-0.0611298220881113,-0.0600894941459732,-0.0605120955298517,-0.0622469091499755,-0.0614529499667217,True
oat-repeat_threshold-2,46,novel_slot,-0.083992529662838,-0.0817594049260399,-0.0831181763525238,-0.0823567750474735,-0.0800735113298676,True
oat-repeat_threshold-2,46,provider_balance,-0.1226795265061825,-0.1200154177826116,-0.121035069296949,-0.1231996382079142,-0.1206026554787267,True
oat-repeat_threshold-4,42,repeat_cap,0.1916566747717267,0.205895607996439,0.196656903742448,0.1901519597619021,0.2042029430165973,True
oat-repeat_threshold-4,42,explore_slot,-0.089498942822401,-0.0881286988097324,-0.0889122546573899,-0.0900970907744374,-0.0889907378451851,True
oat-repeat_threshold-4,42,tail_slot,-0.0699826271775096,-0.0674184196626849,-0.0685599488407682,-0.0704146616447026,-0.0677518463283783,True
oat-repeat_threshold-4,42,diversify,-0.0598218287561434,-0.0578100675739847,-0.0590493272040607,-0.0612017748109398,-0.0589432160572213,True
oat-repeat_threshold-4,42,novel_slot,-0.0835013937332363,-0.0794103662146825,-0.0821576340456369,-0.0840568846628482,-0.079695675900763,True
oat-repeat_threshold-4,42,provider_balance,-0.1197954064032734,-0.1177784845542848,-0.1186696232638727,-0.1203187980614518,-0.1186216679030609,True
oat-repeat_threshold-4,43,repeat_cap,0.1864539265663239,0.2003969326719562,0.1953232400163682,0.1861061495785784,0.1993356456646496,True
oat-repeat_threshold-4,43,explore_slot,-0.0894410225787849,-0.0880707423556013,-0.088978433885605,-0.090262403444392,-0.0886708934442739,True
oat-repeat_threshold-4,43,tail_slot,-0.0683286655651025,-0.0670463878970483,-0.0678839736100142,-0.0684646843621372,-0.0673622701671617,True
oat-repeat_threshold-4,43,diversify,-0.0595149602326514,-0.0589374626902049,-0.0592593701677089,-0.0605527886398179,-0.0596081300596859,True
oat-repeat_threshold-4,43,novel_slot,-0.0854307702529168,-0.0783823099524059,-0.0814396899700609,-0.0860182234345944,-0.0784425761101669,True
oat-repeat_threshold-4,43,provider_balance,-0.118269350226852,-0.1145890262747185,-0.1171610252468615,-0.119161261026187,-0.115304159185563,True
oat-repeat_threshold-4,44,repeat_cap,0.1814612558878417,0.1971077584366868,0.1912508100288843,0.180495876094451,0.1958391093518825,True
oat-repeat_threshold-4,44,explore_slot,-0.0897568269492192,-0.0892055847893956,-0.0894027210169188,-0.0902236181714915,-0.0897483272488367,True
oat-repeat_threshold-4,44,tail_slot,-0.069085254425476,-0.0679016907950506,-0.0684573962023589,-0.0694955344661705,-0.067590610645587,True
oat-repeat_threshold-4,44,diversify,-0.0591539663361914,-0.058265693946254,-0.0587159422623119,-0.0602520998398213,-0.0588752998377714,True
oat-repeat_threshold-4,44,novel_slot,-0.0835612830736313,-0.0798409447764051,-0.0812702293469837,-0.0837026016706365,-0.0801613636858589,True
oat-repeat_threshold-4,44,provider_balance,-0.1189769626955485,-0.1169196236173885,-0.1180840863997902,-0.1204787649436351,-0.1181038164033874,True
oat-repeat_threshold-4,45,repeat_cap,0.1842168592240052,0.20443538917974,0.1929267828748978,0.1841011354839154,0.2032461490528211,True
oat-repeat_threshold-4,45,explore_slot,-0.0892038703894437,-0.0887779359052099,-0.0889534015325186,-0.0900284549793192,-0.0896168832339214,True
oat-repeat_threshold-4,45,tail_slot,-0.0693604350107187,-0.0680460532492166,-0.0687925252076693,-0.0700548044778077,-0.068835204165767,True
oat-repeat_threshold-4,45,diversify,-0.0594410508269181,-0.0589768825464789,-0.0592085976216172,-0.0606185332438248,-0.0597809630833666,True
oat-repeat_threshold-4,45,novel_slot,-0.0839651206484816,-0.0790522670481638,-0.081153778897074,-0.0843941346011455,-0.0795451349492195,True
oat-repeat_threshold-4,45,provider_balance,-0.1191479622680523,-0.1168411397555607,-0.1178736109817322,-0.1204326852247323,-0.1183199878531043,True
oat-repeat_threshold-4,46,repeat_cap,0.1826153798966353,0.2000528128361148,0.1913532739538747,0.181429418878545,0.1990583639487583,True
oat-repeat_threshold-4,46,explore_slot,-0.0900697341979567,-0.088755688043198,-0.0892600275228111,-0.09021008194719,-0.0892838543428827,True
oat-repeat_threshold-4,46,tail_slot,-0.0698501332621681,-0.0666154656617973,-0.0685769733093705,-0.0699974961200086,-0.0660828791253862,True
oat-repeat_threshold-4,46,diversify,-0.0596092231117679,-0.0584550548325748,-0.0590075367014341,-0.0601459833136752,-0.0591137322835406,True
oat-repeat_threshold-4,46,novel_slot,-0.0814904033858817,-0.0786035274652657,-0.0802208338066916,-0.0817110373713748,-0.0785280036075597,True
oat-repeat_threshold-4,46,provider_balance,-0.1197604878562162,-0.1176471002245668,-0.1189552772989601,-0.1207533800873881,-0.1179211181151826,True
oat-horizon-8,42,repeat_cap,0.1258959775270342,0.1390985414817666,0.1310852881736486,0.1252409904263849,0.1374556823521953,True
oat-horizon-8,42,explore_slot,-0.091942455182423,-0.0906657098798501,-0.09143072033635,-0.0929094548610756,-0.0916865553904261,True
oat-horizon-8,42,tail_slot,-0.0722624457834466,-0.0707173265067895,-0.0714542017281034,-0.0729934428814914,-0.071287132442567,True
oat-horizon-8,42,diversify,-0.0596409137409896,-0.0576883458106452,-0.0587065595574108,-0.0601658261968755,-0.0586147185290808,True
oat-horizon-8,42,novel_slot,-0.0841333511499544,-0.0803565440585721,-0.082879029713756,-0.0851163330448115,-0.0809431510539438,True
oat-horizon-8,42,provider_balance,-0.1184526983099994,-0.1168369741647906,-0.1174596926731997,-0.1183144833861041,-0.1172265196065903,True
oat-horizon-8,43,repeat_cap,0.1211356609017331,0.1346541347605378,0.1295321215981107,0.1209361489665129,0.1338966694490199,True
oat-horizon-8,43,explore_slot,-0.0922614031168226,-0.0903605858954305,-0.0913900492208494,-0.093512590159113,-0.0912899717600113,True
oat-horizon-8,43,tail_slot,-0.0716592772120514,-0.0698601346036868,-0.07069817426638,-0.0720622891228225,-0.0704551017258722,True
oat-horizon-8,43,diversify,-0.0593104144445936,-0.0584580068523224,-0.0589160864429421,-0.0599142031845344,-0.0591090642551961,True
oat-horizon-8,43,novel_slot,-0.0865861610813251,-0.0794107101271758,-0.0824958206755808,-0.0874557117505999,-0.0803234427238879,True
oat-horizon-8,43,provider_balance,-0.1173619066958622,-0.114778285085762,-0.1164947622243912,-0.1182245196080739,-0.1156609158433464,True
oat-horizon-8,44,repeat_cap,0.1188311107682989,0.1317230007403807,0.126553946193075,0.1175912570447463,0.1304105998713243,True
oat-horizon-8,44,explore_slot,-0.092085483323854,-0.0912896504737227,-0.0917006324556085,-0.0929575726779562,-0.0922512199310804,True
oat-horizon-8,44,tail_slot,-0.0719693196224512,-0.071190523477682,-0.0714465490406965,-0.0725411596059671,-0.071457901842113,True
oat-horizon-8,44,diversify,-0.0590023292598223,-0.0580302784332467,-0.0584891346098166,-0.059595440190584,-0.0586307796352823,True
oat-horizon-8,44,novel_slot,-0.0841609517108983,-0.0815214675644033,-0.0823156861224533,-0.0848173900375831,-0.0822409827058318,True
oat-horizon-8,44,provider_balance,-0.1180515447254048,-0.1157938907715333,-0.1170252163287664,-0.1189488970474875,-0.1168320469381008,True
oat-horizon-8,45,repeat_cap,0.1197571451318857,0.1371126194253006,0.1273965048876572,0.119538558279266,0.1361341468855315,True
oat-horizon-8,45,explore_slot,-0.0919177929847644,-0.0911228597751913,-0.0914636008396082,-0.0929399145967956,-0.0923074906403781,True
oat-horizon-8,45,tail_slot,-0.0723397364385433,-0.0711537749057537,-0.0717677133921982,-0.0730203731369033,-0.0721544348421775,True
oat-horizon-8,45,diversify,-0.0595098560231023,-0.0587725882075565,-0.0592326024000951,-0.060406080950177,-0.0596587173959176,True
oat-horizon-8,45,novel_slot,-0.0837132294383499,-0.0809682993018603,-0.0823516207427072,-0.0845260172115504,-0.0816495353803779,True
oat-horizon-8,45,provider_balance,-0.1182475160600845,-0.1166260712472843,-0.1172989025240178,-0.1194243009203345,-0.1174227710410216,True
oat-horizon-8,46,repeat_cap,0.119352147350757,0.1356016932806392,0.1270555688824186,0.1179275154504273,0.1347234052060962,True
oat-horizon-8,46,explore_slot,-0.0926329962457158,-0.0911856802094044,-0.0917126962358298,-0.0929321008387583,-0.0919322895759642,True
oat-horizon-8,46,tail_slot,-0.0723601227037379,-0.07064824281477,-0.0717110419072702,-0.0726906971820642,-0.0704611638180727,True
oat-horizon-8,46,diversify,-0.0594877562459333,-0.0583933557630631,-0.0589315779779701,-0.0597651811780978,-0.0590321675258717,True
oat-horizon-8,46,novel_slot,-0.0825442009486921,-0.0800964894704756,-0.0816838889566176,-0.0830997565582856,-0.0806660647619982,True
oat-horizon-8,46,provider_balance,-0.1186104238787474,-0.1174141269412552,-0.1181230476400822,-0.1192601686667747,-0.1177215605778096,True
oat-horizon-16,42,repeat_cap,0.3601048188846878,0.3708295191942247,0.3636750574544145,0.3593599415659971,0.369190291795325,True
oat-horizon-16,42,explore_slot,-0.0896604292175327,-0.0881025556029119,-0.0887154980572179,-0.0900943992408333,-0.0882768632032475,True
oat-horizon-16,42,tail_slot,-0.0702859875274072,-0.0671673857835609,-0.0686176102174495,-0.0707141895163402,-0.0671662499103968,True
oat-horizon-16,42,diversify,-0.0599939719365603,-0.0585815519252345,-0.0594401597257455,-0.0612548759793618,-0.0597436305066952,True
oat-horizon-16,42,novel_slot,-0.0860313214604929,-0.0828433274294368,-0.0851687097414673,-0.086517070435881,-0.0828917298410097,True
oat-horizon-16,42,provider_balance,-0.1196225796956045,-0.1178896819114213,-0.1186992465542118,-0.1201794804095769,-0.1182486038657397,True
oat-horizon-16,43,repeat_cap,0.3579415985601224,0.3658819160213034,0.3629147261354783,0.3573759069303459,0.3652542654850502,True
oat-horizon-16,43,explore_slot,-0.0893637007212143,-0.0877881481765297,-0.0888464116797669,-0.0895478337360132,-0.0879472890931341,True
oat-horizon-16,43,tail_slot,-0.0689913403563125,-0.0671678193835913,-0.0682049378024886,-0.0689534904143193,-0.0672891887841847,True
oat-horizon-16,43,diversify,-0.0598859443278365,-0.0592826887563661,-0.0595828164237748,-0.0608263472811844,-0.0600185915728627,True
oat-horizon-16,43,novel_slot,-0.0881662588149199,-0.0820622240786057,-0.0846096657823498,-0.0887692525363436,-0.0821909985801878,True
oat-horizon-16,43,provider_balance,-0.11844036841359,-0.1157419011410653,-0.1176930833563609,-0.1192990665341488,-0.1166830786307226,True
oat-horizon-16,44,repeat_cap,0.3522887418415223,0.3634733880636787,0.3595103492148395,0.3515877676267591,0.3624543182679468,True
oat-horizon-16,44,explore_slot,-0.0896751859522711,-0.0886553066035773,-0.0891035463797475,-0.0899145110868776,-0.0888985609736518,True
oat-horizon-16,44,tail_slot,-0.06939983401738,-0.0673948277618334,-0.0686137253277449,-0.0697443489087801,-0.0668577759280951,True
oat-horizon-16,44,diversify,-0.0595886036800873,-0.0589964230504405,-0.0592278564742995,-0.060676280569695,-0.059914653385848,True
oat-horizon-16,44,novel_slot,-0.0865239874211452,-0.0836226119071264,-0.0845879686345063,-0.086490239850586,-0.083929990372794,True
oat-horizon-16,44,provider_balance,-0.1187926408618799,-0.1173081600179289,-0.1181671622898699,-0.1197465573882488,-0.1181133045886917,True
