seed,intervention_i,intervention_j,interaction_lower,interaction_upper,interaction_mean
104,explore_slot,tail_slot,-0.0003537481398245,0.0002214864602015,-4.233344180669976e-05
104,explore_slot,diversify,-0.0039965547499992,-0.0033613634372287,-0.0036524913216815
104,explore_slot,novel_slot,-0.0013315199975108,-0.0004090516112191,-0.0007589259751574
104,explore_slot,provider_balance,-0.0042496733426742,-0.002414882315061,-0.0030106831639488
104,tail_slot,diversify,-0.0040380187184685,-0.0023017531547223,-0.0033017644270218
104,tail_slot,novel_slot,-0.003687136705527,-0.0012464314831736,-0.0029139792476792
104,tail_slot,provider_balance,-0.0079070357048416,-0.0048486905928361,-0.0064443790015242
104,diversify,novel_slot,0.0002065941466761,0.0016007620935882,0.0007771132168334
104,diversify,provider_balance,0.0010978025636084,0.0026309110186495,0.0016971463721238
104,novel_slot,provider_balance,-0.0005350984025012,0.0029525248696835,0.0015428569689011
105,repeat_cap,explore_slot,-0.0225421860230659,-0.019129031623317,-0.0212871837171557
105,repeat_cap,tail_slot,-0.0172683949003115,-0.0140900072837103,-0.0151298034306145
105,repeat_cap,diversify,-0.0001206043201451,0.0022918050607468,0.0008117294449945
105,repeat_cap,novel_slot,-0.0125183517943978,-0.0080799841064898,-0.0106645332109084
105,repeat_cap,provider_balance,0.0009707517051486,0.0037527794286666,0.0020573681341537
105,explore_slot,tail_slot,-0.0012570781000549,-2.9625345602289657e-05,-0.000371381813065
105,explore_slot,diversify,-0.0041279888732208,-0.0027696034506158,-0.0035211859879547
105,explore_slot,novel_slot,-0.0024574658115838,7.216124407889127e-05,-0.0009287635083898
105,explore_slot,provider_balance,-0.0032837692017354,-0.0023187640736961,-0.0027850163522814
105,tail_slot,diversify,-0.0033394272009614,-0.0024626517833112,-0.0027848358972608
105,tail_slot,novel_slot,-0.0047717778538305,-0.0030503976209297,-0.0037636603241182
105,tail_slot,provider_balance,-0.009207812353746,-0.0077461826448349,-0.0085760541411898
105,diversify,novel_slot,0.0002781808914847,0.0010777250672489,0.0007770233436215
105,diversify,provider_balance,0.0022225563392142,0.0025553687400556,0.002367358734444
105,novel_slot,provider_balance,0.000900635620648,0.0040637447035964,0.0027135125604887
106,repeat_cap,explore_slot,-0.0212667892942976,-0.0184694672121919,-0.0198979138209155
106,repeat_cap,tail_slot,-0.0179312827754097,-0.0126131385415113,-0.0150438314291037
106,repeat_cap,diversify,-0.0002973397567146,0.0044318831934182,0.0019760448132265
106,repeat_cap,novel_slot,-0.0196066394785644,-0.011094331308461,-0.0152002736840313
106,repeat_cap,provider_balance,0.0007730136390577,0.0043209800971701,0.0025588887405816
106,explore_slot,tail_slot,-0.0011476610981673,0.0002194732821751,-0.0005270484461297
106,explore_slot,diversify,-0.0032489280662016,-0.0025220350657935,-0.0028805752196465
106,explore_slot,novel_slot,-0.0009961367032008,-0.0008799537972738,-0.0009292385389239
106,explore_slot,provider_balance,-0.0038061029054076,-0.0024274137244836,-0.0031031393504071
106,tail_slot,diversify,-0.0047125897571027,-0.0025037089843458,-0.0031971203761585
106,tail_slot,novel_slot,-0.0032712867326725,-0.002339769820455,-0.0027920547128636
106,tail_slot,provider_balance,-0.0079630173734497,-0.0071150649250474,-0.0077215523456293
106,diversify,novel_slot,-0.0010456134315835,0.0014925636695507,0.0001837362856729
106,diversify,provider_balance,0.0017390593789426,0.0032418970670807,0.0024347399948289
106,novel_slot,provider_balance,6.851208147211607e-05,0.0035067685173126,0.0020902164925506
107,repeat_cap,explore_slot,-0.0220063069102734,-0.0198772762355095,-0.0205961885468926
107,repeat_cap,tail_slot,-0.0149237500257322,-0.0122339403914557,-0.0140784504041874
107,repeat_cap,diversify,0.0006672084014864,0.0023098402628723,0.0013407230919332
107,repeat_cap,novel_slot,-0.0129473815040593,-0.0078858789956424,-0.0103767583365272
107,repeat_cap,provider_balance,-0.0029785555619582,-7.262555455836255e-05,-0.0010286386977706
107,explore_slot,tail_slot,-0.0017141378058163,0.0005153961610776,-0.0007352366663502
107,explore_slot,diversify,-0.0038195910699623,-0.0026107663495061,-0.0032193220368184
107,explore_slot,novel_slot,-0.0017581821070834,-0.0005912167885837,-0.0011772493694892
107,explore_slot,provider_balance,-0.003438096945093,-0.0018692045361571,-0.002836334652763
107,tail_slot,diversify,-0.0034873647339709,-0.0012270400076593,-0.0024665469670233
107,tail_slot,novel_slot,-0.0053381197437013,-0.0026845225415446,-0.0036942511883243
107,tail_slot,provider_balance,-0.0095947353705614,-0.0065753601416606,-0.007405520148837
107,diversify,novel_slot,0.0007538029474527,0.0012945987548978,0.0010572873532187
107,diversify,provider_balance,0.0002157366759868,0.0019733885334659,0.0011849019325674
107,novel_slot,provider_balance,0.0023171576731039,0.004742240265833,0.0032031094026141
108,repeat_cap,explore_slot,-0.0205461633104699,-0.0196850521208585,-0.02028425379181
108,repeat_cap,tail_slot,-0.0152088725959121,-0.0143691122196233,-0.0148557661050899
108,repeat_cap,diversify,-0.0012181952489939,0.0042740820001944,0.0010867651290257
108,repeat_cap,novel_slot,-0.0115851194576278,-0.0094834106472171,-0.0105507090154029
108,repeat_cap,provider_balance,-0.0007695566753625,0.0025334494091511,0.000798631180185
108,explore_slot,tail_slot,-0.0009837404826405,0.0003195325335738,-4.168490214312838e-05
108,explore_slot,diversify,-0.0035734696203501,-0.0022207928221856,-0.003046730453998
108,explore_slot,novel_slot,-0.0006018844606307,0.0006199299594779,0.0001038385674368
108,explore_slot,provider_balance,-0.0035387508400348,-0.0020965369132647,-0.0027191395642144
108,tail_slot,diversify,-0.003343516683514,-0.0021215931935924,-0.0027789324345968
108,tail_slot,novel_slot,-0.0041711730363926,-0.0024050548394991,-0.0032964181842368
108,tail_slot,provider_balance,-0.0103071550668045,-0.0064570084924254,-0.0077425477427532
108,diversify,novel_slot,0.0008041383951813,0.0028009046696353,0.0014218202723646
108,diversify,provider_balance,0.0010652423998756,0.0031696689303402,0.0018979181798234
108,novel_slot,provider_balance,0.0013753031520857,0.0039795360058658,0.0031315289620092
109,repeat_cap,explore_slot,-0.0224626949808635,-0.0195631379062816,-0.0208914664861724
109,repeat_cap,tail_slot,-0.0167288436946245,-0.0124321604848084,-0.0146171721498211
109,repeat_cap,diversify,-0.0004789937636954,0.0023923221799987,0.0010363822284679
109,repeat_cap,novel_slot,-0.015730426128626,-0.0072953013040985,-0.0099833335504763
109,repeat_cap,provider_balance,-0.0030984203974506,0.0058965023236338,0.0003909471862156
109,explore_slot,tail_slot,-0.0018932037109563,0.0011946950317031,-0.0003933781589906
109,explore_slot,diversify,-0.0038424669364892,-0.0025658374818437,-0.0031707570758884
109,explore_slot,novel_slot,-0.002088372073776,0.0001737086889289,-0.0006421721948778
109,explore_slot,provider_balance,-0.0031998812607741,-0.002024615697071,-0.002379934893984
109,tail_slot,diversify,-0.0032681601708448,-0.0018067998330538,-0.0026744787955559
109,tail_slot,novel_slot,-0.0050985256000816,-0.0019571421288148,-0.0039289436295741
109,tail_slot,provider_balance,-0.0115964703843655,-0.0042328797902,-0.0070122354882437
109,diversify,novel_slot,0.0014278822523171,0.0020793610975842,0.0017503135637712
109,diversify,provider_balance,0.0015126944612145,0.0026727202842567,0.0020299766082159
109,novel_slot,provider_balance,0.0016919746879819,0.0054016338873293,0.0039990596833721
110,repeat_cap,explore_slot,-0.0206596600189859,-0.0198683754327335,-0.0202677874891625
110,repeat_cap,tail_slot,-0.0148958316680103,-0.014053147900035,-0.0144117741506338
110,repeat_cap,diversify,0.000121531404708,0.0010829967268529,0.0007145771900167
110,repeat_cap,novel_slot,-0.0160922465485808,-0.0073625701161913,-0.011562454451211
110,repeat_cap,provider_balance,-0.0008431714494609,0.0038231854314444,0.001208831614019
110,explore_slot,tail_slot,-0.0010373315243474,0.0002015250221664,-0.0001669330985043
110,explore_slot,diversify,-0.0034352309192181,-0.0025230618531041,-0.0029285167782363
110,explore_slot,novel_slot,-0.0010993127528502,-0.0005454489077219,-0.0008279538813059
110,explore_slot,provider_balance,-0.0032501108443647,-0.0022501333710386,-0.0027910081605476
110,tail_slot,diversify,-0.0037241222808329,-0.0016718447139885,-0.0025528576640262
110,tail_slot,novel_slot,-0.0047629026005658,-0.0020918080924339,-0.0033317997845959
110,tail_slot,provider_balance,-0.0072820776194496,-0.006018072629822,-0.0068509883757074
110,diversify,novel_slot,1.7419221211986734e-05,0.0024319392913619,0.0013319703215141
110,diversify,provider_balance,0.0015193711651985,0.002624332774699,0.0022859266969587
110,novel_slot,provider_balance,0.000294024529101,0.0033047123074842,0.0021016079418868
111,repeat_cap,explore_slot,-0.0206053253663943,-0.0195300858872478,-0.0199099914483502
111,repeat_cap,tail_slot,-0.0161750072856347,-0.014118307895198,-0.0150167599884238
111,repeat_cap,diversify,1.1166970984639e-05,0.00359211341999,0.0016407105631666
111,repeat_cap,novel_slot,-0.0169571152353903,-0.0083269369872631,-0.0114148813357809
111,repeat_cap,provider_balance,0.001108488968409,0.0036541718799257,0.0023110322266471
111,explore_slot,tail_slot,-0.0008149049509603,0.0004411225476422,-0.0001396764068074
111,explore_slot,diversify,-0.0036974046334541,-0.0023240425157845,-0.0028124236429323
111,explore_slot,novel_slot,-0.0012431076063837,-0.0003065396621466,-0.0008786450787842
111,explore_slot,provider_balance,-0.0035286397689291,-0.0018895915268796,-0.0027185359235953
111,tail_slot,diversify,-0.0033275734262091,-0.001473455803255,-0.0025378138595452
111,tail_slot,novel_slot,-0.0038459511715132,-0.0026357783802547,-0.0030210917287926
111,tail_slot,provider_balance,-0.008381323713035,-0.0052327164712149,-0.0064329418628299
111,diversify,novel_slot,0.0008015155428497,0.0029807123919448,0.0019942611825614
111,diversify,provider_balance,0.0010057777619108,0.0020626120847798,0.0015351977514308
111,novel_slot,provider_balance,0.0008849966219107,0.0038158061709828,0.0021817310708948
112,repeat_cap,explore_slot,-0.0215725882839583,-0.0190672165591834,-0.0206368991689398
112,repeat_cap,tail_slot,-0.0154935140191508,-0.0138049333953931,-0.0143382142910885
112,repeat_cap,diversify,-0.0007179794861519,0.0027396872195937,0.0008905347546588
112,repeat_cap,novel_slot,-0.0145335013587,-0.0074376312455613,-0.0121329868169013
112,repeat_cap,provider_balance,0.0001842728015588,0.0039473390661269,0.0023022295431199
112,explore_slot,tail_slot,-0.0004510606674903,0.0003945095257456,-0.0001541590673739
112,explore_slot,diversify,-0.0039205594079316,-0.0027907383613256,-0.003430893224731
112,explore_slot,novel_slot,-0.0012400862430866,0.000258055189066,-0.0007528884439844
112,explore_slot,provider_balance,-0.003645372570937,-0.0018635595122878,-0.0025765268436488
112,tail_slot,diversify,-0.0029091676249534,-0.0024691089489489,-0.0026782909273126
112,tail_slot,novel_slot,-0.0035644013391832,-0.0026756936899591,-0.0029951732447324
112,tail_slot,provider_balance,-0.0099046367016532,-0.0066537618962977,-0.0083636819551588
112,diversify,novel_slot,0.0002849228743871,0.0013862813578932,0.000728217619033
112,diversify,provider_balance,0.0019006546955441,0.0029497388739178,0.0024431065038552
112,novel_slot,provider_balance,0.00033816768836,0.0034792366233594,0.0023619856173053
113,repeat_cap,explore_slot,-0.0208474877461026,-0.0185620162673699,-0.020082616121564
113,repeat_cap,tail_slot,-0.0163516405269221,-0.0133131525084824,-0.0141267381922855
113,repeat_cap,diversify,-0.0007940108814111,0.0009189571806597,0.0003357871332979
113,repeat_cap,novel_slot,-0.013685965592601,-0.0055778338083698,-0.0105928287672801
113,repeat_cap,provider_balance,-0.0008303005673888,0.0010016074064867,0.0001285159290159
113,explore_slot,tail_slot,-0.0022452951418887,-0.0003528220184291,-0.0009348039093507
113,explore_slot,diversify,-0.0033511541684534,-0.0025662728304918,-0.0030729743061398
113,explore_slot,novel_slot,-0.001468104880482,0.0005358228346908,-0.0007939758792563
113,explore_slot,provider_balance,-0.0036711853586426,-0.0011524989418046,-0.0025782244614222
113,tail_slot,diversify,-0.0034806342188788,-0.0019794054091857,-0.0026432495868127
113,tail_slot,novel_slot,-0.004579284584704,-0.00282162916925,-0.0036817069914547
113,tail_slot,provider_balance,-0.0095332155329478,-0.0064113378529785,-0.0076546863225397
113,diversify,novel_slot,0.0003097300983045,0.0013613298527071,0.0009300545742855
113,diversify,provider_balance,-0.0003717883952083,0.0022452757462412,0.0014856006435138
113,novel_slot,provider_balance,0.0020154142812388,0.0040134806919698,0.0031278445681422
114,repeat_cap,explore_slot,-0.0233235181809628,-0.0191896030019858,-0.0211930003242036
114,repeat_cap,tail_slot,-0.0180616783542385,-0.0147684321379818,-0.0159668648310224
114,repeat_cap,diversify,-0.0004620375883965,0.0038413887786053,0.0016347191417534
114,repeat_cap,novel_slot,-0.0171185835829619,-0.0077961165126814,-0.0125924636114407
114,repeat_cap,provider_balance,-0.0030555642762321,0.0043612471464808,0.0004807703213848
114,explore_slot,tail_slot,-0.0008650669676481,0.0017219122853649,0.0003768587474872
114,explore_slot,diversify,-0.003454209135535,-0.0029792877485028,-0.003297235667789
114,explore_slot,novel_slot,-0.0013399169706993,0.0002418439595852,-0.0004439588516303
114,explore_slot,provider_balance,-0.0029822635209682,-0.0018235247718693,-0.0023182003982898
114,tail_slot,diversify,-0.0034855125989429,-0.0026555074169892,-0.003104618148235
114,tail_slot,novel_slot,-0.0041116881828557,-0.0023388156158048,-0.003219283460355
114,tail_slot,provider_balance,-0.0079949462429845,-0.006255926410448,-0.0071049815343583
114,diversify,novel_slot,-0.0001275494076914,0.0019576578381979,0.0009008256173711
114,diversify,provider_balance,0.0002016680197807,0.0024074570791943,0.001295391473728
114,novel_slot,provider_balance,0.000584803638343,0.0026094055553425,0.0014538290832544
115,repeat_cap,explore_slot,-0.0221517821803991,-0.0187143575017081,-0.0204631536261968
115,repeat_cap,tail_slot,-0.0163051039872895,-0.0128024100445078,-0.0145624110871035
115,repeat_cap,diversify,-8.88760728795147e-05,0.0020220303360994,0.0012287802148943
115,repeat_cap,novel_slot,-0.0148340357811641,-0.0100162629938434,-0.0120674538767937
115,repeat_cap,provider_balance,-0.0005424039690989,0.0017645812026305,0.000377846860268
115,explore_slot,tail_slot,-0.0019650224871451,0.0011274575424384,-0.0003092048926232
115,explore_slot,diversify,-0.0037750790737038,-0.0026759638042965,-0.0031762776965861
115,explore_slot,novel_slot,-0.0012313701231874,5.044286599433846e-05,-0.000669447315099
115,explore_slot,provider_balance,-0.0030557144450019,-0.0019354497743481,-0.0027487663117922
115,tail_slot,diversify,-0.0039571986272208,-0.001750515771239,-0.0027787405124521
115,tail_slot,novel_slot,-0.0053661094406343,-0.0022504118573094,-0.0039039284273038
115,tail_slot,provider_balance,-0.0072319199719686,-0.0067194255910433,-0.0070327671859391
115,diversify,novel_slot,0.00082313582945,0.0014433951481136,0.0011697300490182
115,diversify,provider_balance,0.0013917503975797,0.0027710144178788,0.0019616095888753
115,novel_slot,provider_balance,0.0013124614590064,0.0034909481743222,0.0022921413455004
116,repeat_cap,explore_slot,-0.0224596217616222,-0.0185359360108241,-0.0201275662392101
116,repeat_cap,tail_slot,-0.0152149757571445,-0.0125150378355355,-0.0136702737508638
116,repeat_cap,diversify,-0.0018708092368298,0.0032582162434423,0.0006959434377697
116,repeat_cap,novel_slot,-0.0159637049283187,-0.0103160661740308,-0.0122355471047397
116,repeat_cap,provider_balance,-0.0008714081455211,0.0076763994016547,0.00211896636005
116,explore_slot,tail_slot,-0.0013459930128601,0.0010307505954907,-0.0003876013088804
116,explore_slot,diversify,-0.0033037975603762,-0.0024753785551166,-0.0030122408655928
116,explore_slot,novel_slot,-0.0014443075548396,9.442445575128964e-05,-0.0008792907429566
116,explore_slot,provider_balance,-0.0033039813530958,-0.0019013570326428,-0.0024869008258592
116,tail_slot,diversify,-0.003512892807276,-0.0023929874750694,-0.0030986952605364
116,tail_slot,novel_slot,-0.0046198773940828,-0.0016465996158867,-0.0034563870809125
116,tail_slot,provider_balance,-0.0107667443985842,-0.0051629501264434,-0.007244555679883
116,diversify,novel_slot,0.000768674935632,0.0016002177537177,0.0012065414051108
116,diversify,provider_balance,0.0015343308853855,0.0017963837923275,0.0016672306480592
116,novel_slot,provider_balance,0.0006344594110083,0.0038275175778725,0.0024869651412924
117,repeat_cap,explore_slot,-0.0226418630361205,-0.0186922511982977,-0.0203509949670608
117,repeat_cap,tail_slot,-0.016749980821885,-0.0139211860164442,-0.0154510653901624
117,repeat_cap,diversify,0.0008174122442383,0.0028561204342038,0.0016294905547099
117,repeat_cap,novel_slot,-0.0144681837323652,-0.0056240562774084,-0.0114047332203756
117,repeat_cap,provider_balance,-0.0003727396302215,0.0025076421720331,0.0011238480598336
117,explore_slot,tail_slot,-0.0008082830772244,8.190539807891641e-05,-0.0004099395732643
117,explore_slot,diversify,-0.0037683824178552,-0.0028891149729115,-0.0032595516873612
117,explore_slot,novel_slot,-0.0015192852015553,-0.0007294269691581,-0.0011109147083172
117,explore_slot,provider_balance,-0.0036860543858095,-0.0021207438279625,-0.0029508460862602
117,tail_slot,diversify,-0.0029398726172327,-0.0016642641301477,-0.0024259771093956
117,tail_slot,novel_slot,-0.0033222509192236,-0.0025096056187039,-0.0029309931296027
117,tail_slot,provider_balance,-0.0083520818946794,-0.0058616225827685,-0.0074446888056126
117,diversify,novel_slot,-6.203540116068274e-05,0.0023535649178667,0.0013194175850346
117,diversify,provider_balance,0.0015779244049787,0.0026746094255905,0.0020226214738495
117,novel_slot,provider_balance,0.0009160169734627,0.0042818755577772,0.0026486810411603
118,repeat_cap,explore_slot,-0.0210006483942086,-0.0181769036240385,-0.0197536191168682
118,repeat_cap,tail_slot,-0.0149520621217983,-0.0123821004528782,-0.0140497619083652
118,repeat_cap,diversify,0.0005858499725181,0.0017526186107677,0.0012324620894319
118,repeat_cap,novel_slot,-0.0176372234668284,-0.0115711952207775,-0.0144168653051179
118,repeat_cap,provider_balance,-0.0004428432500438,0.003297353799052,0.0017868652131541
118,explore_slot,tail_slot,-0.0015674585621171,0.0010320054706804,-0.0005812348873162
118,explore_slot,diversify,-0.0040861133391137,-0.0026077428248106,-0.0034291778338553
118,explore_slot,novel_slot,-0.0019257961784248,0.0004580488064231,-0.0011649715203238
118,explore_slot,provider_balance,-0.0029722020643578,-0.002069500692507,-0.0026436523327641
118,tail_slot,diversify,-0.0030951743863515,-0.0021286237734272,-0.0025514505502346
118,tail_slot,novel_slot,-0.0042205951112919,-0.0020673368588522,-0.0033360418547577
118,tail_slot,provider_balance,-0.0090606324828909,-0.0071598063904536,-0.0079638680659045
118,diversify,novel_slot,0.0006286782175103,0.0021224461938381,0.0012297116660993
118,diversify,provider_balance,0.0010603450936863,0.0033057573967579,0.0024885033927158
118,novel_slot,provider_balance,0.0017274993920765,0.0021454235662824,0.0019629176948968
119,repeat_cap,explore_slot,-0.0220426345475123,-0.0178829869595089,-0.0200138593336735
119,repeat_cap,tail_slot,-0.0149766489683974,-0.0112545751315237,-0.0132358927539359
119,repeat_cap,diversify,-0.0002537274841615,0.0022426141931802,0.0009215407038185
119,repeat_cap,novel_slot,-0.0112558260663254,-0.0091327956899922,-0.0101467758462354
119,repeat_cap,provider_balance,-0.0037888614246485,0.0059066596694394,0.0009903083571629
119,explore_slot,tail_slot,-0.0016466218093397,0.000804589150851,-0.0003831600619422
119,explore_slot,diversify,-0.0034144016870188,-0.0026544063156514,-0.0031800199188486
119,explore_slot,novel_slot,-0.0018129034754461,0.0003568413378886,-0.0009654721075771
119,explore_slot,provider_balance,-0.0028218400746613,-0.0013756099511313,-0.0021307459855025
119,tail_slot,diversify,-0.0029904214756127,-0.0014573838950609,-0.0023832012024949
119,tail_slot,novel_slot,-0.0061317269220368,-0.0022189433407416,-0.0037303416580329
119,tail_slot,provider_balance,-0.0093807282203312,-0.0062982742503014,-0.008124704689592
119,diversify,novel_slot,0.0007225452113272,0.0033651109560553,0.0016387887392975
119,diversify,provider_balance,0.0012074122784356,0.0039623443561736,0.0021622366213497
119,novel_slot,provider_balance,0.001062338236351,0.0040491101923927,0.002945081658841
