point_id,seed,intervention_i,intervention_j,interaction_lower,interaction_upper,interaction_mean
lhs-001,46,repeat_cap,diversify,-0.0015334447656826348,-0.0005368995395372786,-0.0010391718062550597
lhs-001,46,repeat_cap,novel_slot,0.004200804365048305,0.0074778807092420975,0.005634844842129319
lhs-001,46,repeat_cap,provider_balance,-0.00939974916432159,-0.006821905184327631,-0.007834186303483065
lhs-001,46,explore_slot,tail_slot,-0.005648890921729941,-0.003288531521789661,-0.00479234128922252
lhs-001,46,explore_slot,diversify,-0.005516641841315056,-0.004916435518442749,-0.005223248037956734
lhs-001,46,explore_slot,novel_slot,-0.006227757300109666,-0.003236529215030043,-0.004524520322768049
lhs-001,46,explore_slot,provider_balance,-0.006203677256397938,-0.003868535395890348,-0.005246190557229496
lhs-001,46,tail_slot,diversify,-0.0012951404828123667,-0.00040969906676112627,-0.0009478625384965035
lhs-001,46,tail_slot,novel_slot,-0.0128604833129401,-0.009307086635982984,-0.010988551133430351
lhs-001,46,tail_slot,provider_balance,-0.012484275055269065,-0.006462928467712722,-0.00957278543655658
lhs-001,46,diversify,novel_slot,0.003024367119151057,0.005301651535713242,0.00417838459455899
lhs-001,46,diversify,provider_balance,0.004054131235949048,0.00516616603781905,0.004553571306403956
lhs-001,46,novel_slot,provider_balance,0.006492626101549135,0.009335734137000463,0.00786452309265812
lhs-002,42,repeat_cap,explore_slot,-0.013510669009518772,-0.011699739199622385,-0.012872406473487794
lhs-002,42,repeat_cap,tail_slot,-0.007827836020846376,-0.004354090475539001,-0.0063951898098177935
lhs-002,42,repeat_cap,diversify,-0.0009207671735490095,0.002182550530192054,0.0004868967145674831
lhs-002,42,repeat_cap,novel_slot,-0.006982655671780372,-0.003007223971327057,-0.004902922481603185
lhs-002,42,repeat_cap,provider_balance,-0.0028929675524901393,-0.0006591813202233817,-0.0016311452880810474
lhs-002,42,explore_slot,tail_slot,-0.004745470646935354,-0.0016404170555594593,-0.002666212068251522
lhs-002,42,explore_slot,diversify,-0.005756473006833426,-0.0040850990227370735,-0.005077486750993236
lhs-002,42,explore_slot,novel_slot,-0.005247733590030126,-0.0017034316541205533,-0.00344496529772591
lhs-002,42,explore_slot,provider_balance,-0.004706478938994386,-0.0028285492608268728,-0.004003140697947305
lhs-002,42,tail_slot,diversify,-0.004877526467827499,-0.002981762933549931,-0.0036633757063156322
lhs-002,42,tail_slot,novel_slot,-0.009362987558491999,-0.005198246557409197,-0.0076617980032232524
lhs-002,42,tail_slot,provider_balance,-0.01285483568991962,-0.007557019205317827,-0.010814177392245359
lhs-002,42,diversify,novel_slot,0.0017335537980069933,0.002636979757767094,0.002122936783155512
lhs-002,42,diversify,provider_balance,0.00290719086616841,0.004708436496088715,0.0040576738998260664
lhs-002,42,novel_slot,provider_balance,0.0032540375186524448,0.0056912469077149445,0.00480558763241182
lhs-002,43,repeat_cap,explore_slot,-0.013906959610623963,-0.010169233401098111,-0.012628627610668889
lhs-002,43,repeat_cap,tail_slot,-0.00914954763264306,-0.006290283345680641,-0.00806021794439405
lhs-002,43,repeat_cap,diversify,2.3619571838020666e-05,0.0007165981029949923,0.00039865632380523685
lhs-002,43,repeat_cap,novel_slot,-0.008824504437744081,-0.004399389673283892,-0.006532619885456276
lhs-002,43,repeat_cap,provider_balance,-0.00586536725029357,-0.0005846536233555339,-0.00247965655232214
lhs-002,43,explore_slot,tail_slot,-0.0034621369773587896,0.0012193375840496609,-0.0016257842887488886
lhs-002,43,explore_slot,diversify,-0.005600975997173063,-0.003738639599506229,-0.004932145830873874
lhs-002,43,explore_slot,novel_slot,-0.004245908688838802,0.0006042356813464315,-0.002375161777752553
lhs-002,43,explore_slot,provider_balance,-0.004636739521273545,-0.004178021399872666,-0.004409909395617316
lhs-002,43,tail_slot,diversify,-0.0035691234800573008,-0.0022974842116662824,-0.0029382856548328872
lhs-002,43,tail_slot,novel_slot,-0.009396365199917716,-0.004230460695403988,-0.006918986612839309
lhs-002,43,tail_slot,provider_balance,-0.014954672357873846,-0.008193484768389825,-0.010411223778865405
lhs-002,43,diversify,novel_slot,0.00091909097991098,0.003587959423106286,0.0018168209807533425
lhs-002,43,diversify,provider_balance,0.0031132750529988557,0.005323545352210185,0.003801266839189602
lhs-002,43,novel_slot,provider_balance,0.002156224562678185,0.007980274062369975,0.0048762519630981245
lhs-002,44,repeat_cap,explore_slot,-0.013453415460828873,-0.01169008908894337,-0.012553371570210374
lhs-002,44,repeat_cap,tail_slot,-0.008883036321557434,-0.006734250056083677,-0.007368811746648232
lhs-002,44,repeat_cap,diversify,-0.0006674247350072721,0.0013725468741055135,4.006311226361484e-05
lhs-002,44,repeat_cap,novel_slot,-0.01091878011605019,-0.0032797328766351226,-0.007029086977435448
lhs-002,44,repeat_cap,provider_balance,-0.0027155325660895395,-0.00012909345724444195,-0.001300455125859953
lhs-002,44,explore_slot,tail_slot,-0.004816089056292239,-0.0009572383768547695,-0.0033597520905783293
lhs-002,44,explore_slot,diversify,-0.006719721329071078,-0.0035036738533452847,-0.004749453959361872
lhs-002,44,explore_slot,novel_slot,-0.004778699211376824,-0.0019391594267963537,-0.0036852284673651627
lhs-002,44,explore_slot,provider_balance,-0.0038709744859218333,-0.0026480025576149343,-0.003382151995294715
lhs-002,44,tail_slot,diversify,-0.0034659768529713333,-0.0012835019382505192,-0.002243980750206165
lhs-002,44,tail_slot,novel_slot,-0.008642207107362992,-0.005598065411901868,-0.0074901054883864514
lhs-002,44,tail_slot,provider_balance,-0.013292748069017845,-0.00908723536614547,-0.01068397711245849
lhs-002,44,diversify,novel_slot,0.00024674614789814273,0.002667331936260536,0.0016095031932208915
lhs-002,44,diversify,provider_balance,0.003197831483119833,0.005749391841326232,0.004249423930999612
lhs-002,44,novel_slot,provider_balance,0.0031946583654000314,0.006738162529327413,0.004731111869232278
lhs-002,45,repeat_cap,explore_slot,-0.013529895170547807,-0.011149598241931317,-0.012330820216431547
lhs-002,45,repeat_cap,tail_slot,-0.008422392972766419,-0.005035614618207892,-0.0067179426013832585
lhs-002,45,repeat_cap,diversify,8.016903314577865e-05,0.0009017462733324817,0.00045223079695955247
lhs-002,45,repeat_cap,novel_slot,-0.008908695484882916,-0.004810433950331552,-0.007680956770844382
lhs-002,45,repeat_cap,provider_balance,-0.0028992884864615003,-0.00020109788758760928,-0.0017824484325487141
lhs-002,45,explore_slot,tail_slot,-0.004057522670644638,-0.0014251916708310733,-0.0026334252687060123
lhs-002,45,explore_slot,diversify,-0.006175772935589,-0.004255914515726829,-0.0050986964225841125
lhs-002,45,explore_slot,novel_slot,-0.0033903814273469127,-0.0022345905331714513,-0.0029888796134796736
lhs-002,45,explore_slot,provider_balance,-0.004897734544044888,-0.0044629204280677015,-0.00463355244776713
lhs-002,45,tail_slot,diversify,-0.004461778040292163,-0.002164692917842483,-0.0031051519017951455
lhs-002,45,tail_slot,novel_slot,-0.008462483180265929,-0.005666252341000732,-0.007293998069187796
lhs-002,45,tail_slot,provider_balance,-0.014362019979329052,-0.01007032205250732,-0.01189299996714937
lhs-002,45,diversify,novel_slot,-6.155906317886722e-05,0.002924418924569414,0.0015956537143587118
lhs-002,45,diversify,provider_balance,0.0035073485128747093,0.006304740554757905,0.004671357010809464
lhs-002,45,novel_slot,provider_balance,0.003881007695294645,0.005581448711844836,0.0050020744981531685
lhs-002,46,repeat_cap,explore_slot,-0.013496946710064617,-0.01148079234238745,-0.012504803952172528
lhs-002,46,repeat_cap,tail_slot,-0.007492657654132234,-0.00624942936849455,-0.006942581628650187
lhs-002,46,repeat_cap,diversify,-0.00022365702436140535,0.0011342928317710644,0.0004062695029400633
lhs-002,46,repeat_cap,novel_slot,-0.00973982760444603,-0.007067512903601221,-0.008315142009665755
lhs-002,46,repeat_cap,provider_balance,-0.0018681032339072498,0.0010518846097834172,-0.0005637243433308078
lhs-002,46,explore_slot,tail_slot,-0.003699213103688494,-0.0023749597978641977,-0.0031927927825202065
lhs-002,46,explore_slot,diversify,-0.004969986376560119,-0.004172220502492357,-0.004562489588151069
lhs-002,46,explore_slot,novel_slot,-0.005010277332912301,-0.0026738135719619996,-0.003640578804160041
lhs-002,46,explore_slot,provider_balance,-0.005402540019426051,-0.003353161776700345,-0.004098673345636343
lhs-002,46,tail_slot,diversify,-0.00357095519891462,-0.0020742838078995967,-0.0028828115692187597
lhs-002,46,tail_slot,novel_slot,-0.008400258383295752,-0.005438156971392484,-0.007119597432889381
lhs-002,46,tail_slot,provider_balance,-0.014426074001313155,-0.007248020033504209,-0.010670743571431449
lhs-002,46,diversify,novel_slot,0.0014981059662557542,0.0031415461673361456,0.002402424179020048
lhs-002,46,diversify,provider_balance,0.0037254562215661476,0.004444175378898024,0.004166944713094622
lhs-002,46,novel_slot,provider_balance,0.003221138649572205,0.006150937088361187,0.004652751132559412
lhs-003,42,repeat_cap,explore_slot,-0.0021082446888187117,-0.0011142078156318623,-0.001641007268950499
lhs-003,42,repeat_cap,tail_slot,0.002511754848647477,0.004059392972945152,0.0031400169570392597
lhs-003,42,repeat_cap,diversify,-0.0015382412623815688,0.000665685999523935,-0.0005576752570627099
lhs-003,42,repeat_cap,novel_slot,-0.0014662990274697041,0.0011252910276660895,-0.00040223358958305
lhs-003,42,repeat_cap,provider_balance,-0.006010482545166685,-0.004227930978358166,-0.0047719503538103895
lhs-003,42,explore_slot,tail_slot,-0.0068054861503530515,-0.0027006180437103016,-0.004329921017551756
lhs-003,42,explore_slot,diversify,-0.008025180544746898,-0.005801260960315116,-0.006680562839433473
lhs-003,42,explore_slot,novel_slot,-0.009404038499931714,-0.003394029597602926,-0.005694166319832588
lhs-003,42,explore_slot,provider_balance,-0.006013107706529337,-0.00349005773298637,-0.00457395214855447
lhs-003,42,tail_slot,diversify,-0.0034258635452615806,-0.001723443642163302,-0.0025412885873953915
lhs-003,42,tail_slot,novel_slot,-0.015299333451383916,-0.008552662540182488,-0.011536510508182366
lhs-003,42,tail_slot,provider_balance,-0.013060016074618309,-0.007217732400920603,-0.010399730012444142
lhs-003,42,diversify,novel_slot,0.003455530699979186,0.003972405809230854,0.0037130527427793776
lhs-003,42,diversify,provider_balance,0.00437567055137606,0.0061183307420697094,0.005075241613714496
lhs-003,42,novel_slot,provider_balance,0.003590711085390214,0.007065330081585499,0.0056204341643963825
lhs-003,43,repeat_cap,explore_slot,-0.002924231041535496,-0.0008981799526144229,-0.0019998174848465185
lhs-003,43,repeat_cap,tail_slot,0.0006912385650600863,0.003548516328985409,0.0017665204070020776
lhs-003,43,repeat_cap,diversify,-0.0007008302471906069,2.2694063229826834e-05,-0.00040669595131571077
lhs-003,43,repeat_cap,novel_slot,-0.0018791893315024755,0.0006710200454996828,-0.0006025788079936601
lhs-003,43,repeat_cap,provider_balance,-0.006385072241025637,-0.003975156031201476,-0.004854377166147189
lhs-003,43,explore_slot,tail_slot,-0.006878169674100211,-0.0007759256752401869,-0.004383788913812359
lhs-003,43,explore_slot,diversify,-0.007459040314557475,-0.006211719932138913,-0.006768456205024713
lhs-003,43,explore_slot,novel_slot,-0.00718969872789812,-0.0007116833140276583,-0.004642898772327166
lhs-003,43,explore_slot,provider_balance,-0.005490134570953946,-0.004589908342340439,-0.0050306432226736655
lhs-003,43,tail_slot,diversify,-0.003800424259681997,-0.0019261306584249776,-0.0028537283145050104
lhs-003,43,tail_slot,novel_slot,-0.012368763960616085,-0.008544399508061703,-0.01092976558127056
lhs-003,43,tail_slot,provider_balance,-0.014221787093714515,-0.00795678926073986,-0.009991124938330265
lhs-003,43,diversify,novel_slot,0.0017342025973161627,0.0048561675963169895,0.002985886857163447
lhs-003,43,diversify,provider_balance,0.0032820477873707244,0.005554912065934239,0.004066184854754617
lhs-003,43,novel_slot,provider_balance,0.004099444845905579,0.009114631933113545,0.006185970051868881
lhs-003,44,repeat_cap,explore_slot,-0.002193748219672392,0.00011148489948718273,-0.0014963757521658301
lhs-003,44,repeat_cap,tail_slot,0.0013091620104537384,0.003832247771326689,0.002331410088391893
lhs-003,44,repeat_cap,diversify,-0.0013748784673051411,0.0012044294753982211,-0.0003093110963599787
lhs-003,44,repeat_cap,novel_slot,-0.003268692412991464,0.000946670642612924,-0.0010917168824952138
lhs-003,44,repeat_cap,provider_balance,-0.005353997405443205,-0.004371961977780104,-0.00496870194633904
lhs-003,44,explore_slot,tail_slot,-0.007395055207195862,-0.003616355121552868,-0.006012118119764709
lhs-003,44,explore_slot,diversify,-0.007844993027117395,-0.005876264414099605,-0.006660080524317312
lhs-003,44,explore_slot,novel_slot,-0.007593282168583403,-0.004173876561868659,-0.006362176951874142
lhs-003,44,explore_slot,provider_balance,-0.005127898854832068,-0.003989775446570893,-0.004505834864335571
lhs-003,44,tail_slot,diversify,-0.0023466239525846864,0.00025524587869373873,-0.0010582211999754058
lhs-003,44,tail_slot,novel_slot,-0.012519621195466691,-0.010596222587669613,-0.011954395224644358
lhs-003,44,tail_slot,provider_balance,-0.013164953940154309,-0.00804351431401001,-0.009695023025967316
lhs-003,44,diversify,novel_slot,0.0024063797735781323,0.004117311035121845,0.003077588123883112
lhs-003,44,diversify,provider_balance,0.004122388487886258,0.005458677677989292,0.004770321686510532
lhs-003,44,novel_slot,provider_balance,0.0038630551636033464,0.007972569815674294,0.006141090728378302
lhs-003,45,repeat_cap,explore_slot,-0.002150526199288453,-0.0008127089329813679,-0.0015490398906439268
lhs-003,45,repeat_cap,tail_slot,0.0012870218564430022,0.003937774696610909,0.0025385479724906704
lhs-003,45,repeat_cap,diversify,-0.0009743322294004863,0.00026739201946421044,-0.000299386799309265
lhs-003,45,repeat_cap,novel_slot,-0.002358455543957016,0.0009232703593885199,-0.0012064905507769813
lhs-003,45,repeat_cap,provider_balance,-0.005765847095801699,-0.0031957232339601847,-0.0046038307501724916
lhs-003,45,explore_slot,tail_slot,-0.0055714825273655896,-0.003395070235970017,-0.004587600391327412
lhs-003,45,explore_slot,diversify,-0.008232401489304927,-0.005704535863478602,-0.006577943040815263
lhs-003,45,explore_slot,novel_slot,-0.0060655753050534115,-0.003812175427285567,-0.005069452648504993
lhs-003,45,explore_slot,provider_balance,-0.0058966099350251724,-0.005024994449218097,-0.0055119165647264145
lhs-003,45,tail_slot,diversify,-0.003171924502618585,-0.0013310848057841971,-0.0020976589927093245
lhs-003,45,tail_slot,novel_slot,-0.012755606805745653,-0.009690183139593998,-0.010824697204531582
lhs-003,45,tail_slot,provider_balance,-0.014012878267052319,-0.008316834186978083,-0.010762435491333022
