user_id,item_id,response,timestamp,position
22,184,1,0,3
22,105,1,0,4
22,206,1,0,5
22,159,0,0,6
22,92,0,0,7
22,224,0,0,8
22,82,0,0,9
23,66,1,0,0
23,129,1,0,1
23,190,0,0,2
23,199,1,0,3
23,146,0,0,4
23,225,1,0,5
23,138,1,0,6
23,7,1,0,7
23,110,1,0,8
23,29,1,0,9
24,121,1,0,0
24,109,1,0,1
24,97,1,0,2
24,198,0,0,3
24,154,0,0,4
24,52,1,0,5
24,33,0,0,6
24,61,0,0,7
24,124,1,0,8
24,36,1,0,9
25,39,1,0,0
25,225,1,0,1
25,73,1,0,2
25,144,1,0,3
25,54,1,0,4
25,141,1,0,5
25,91,1,0,6
25,189,1,0,7
25,77,1,0,8
25,24,1,0,9
26,123,1,0,0
26,48,1,0,1
26,229,1,0,2
26,168,1,0,3
26,117,0,0,4
26,26,1,0,5
26,93,0,0,6
26,112,1,0,7
26,3,0,0,8
26,223,0,0,9
27,129,0,0,0
27,190,0,0,1
27,78,1,0,2
27,166,1,0,3
27,195,0,0,4
27,14,1,0,5
27,43,1,0,6
27,144,1,0,7
27,137,1,0,8
27,119,0,0,9
28,227,1,0,0
28,47,0,0,1
28,37,1,0,2
28,34,1,0,3
28,89,1,0,4
28,218,1,0,5
28,133,1,0,6
28,27,1,0,7
28,62,1,0,8
28,75,1,0,9
29,10,1,0,0
29,168,0,0,1
29,83,1,0,2
29,220,1,0,3
29,107,1,0,4
29,172,1,0,5
29,77,0,0,6
29,221,0,0,7
29,142,1,0,8
29,39,1,0,9
30,218,1,0,0
30,67,0,0,1
30,75,1,0,2
30,89,1,0,3
30,44,1,0,4
30,62,1,0,5
30,131,0,0,6
30,136,1,0,7
30,163,1,0,8
30,145,1,0,9
31,184,1,0,0
31,218,1,0,1
31,93,1,0,2
31,2,0,0,3
31,141,1,0,4
31,158,1,0,5
31,136,1,0,6
31,62,1,0,7
31,25,0,0,8
31,192,0,0,9
32,142,1,0,0
32,235,1,0,1
32,1,1,0,2
32,81,1,0,3
32,150,0,0,4
32,222,1,0,5
32,188,1,0,6
32,59,1,0,7
32,101,1,0,8
32,48,0,0,9
33,129,0,0,0
33,70,1,0,1
33,38,1,0,2
33,78,1,0,3
33,189,1,0,4
33,195,1,0,5
33,54,1,0,6
33,28,1,0,7
33,169,0,0,8
33,236,0,0,9
34,105,1,0,0
34,206,0,0,1
34,186,1,0,2
34,94,1,0,3
34,50,1,0,4
34,80,0,0,5
34,25,1,0,6
34,19,1,0,7
34,184,1,0,8
34,84,1,0,9
35,239,0,0,0
35,29,0,0,1
35,141,1,0,2
35,110,1,0,3
35,190,1,0,4
35,150,0,0,5
35,93,0,0,6
35,99,1,0,7
35,197,1,0,8
35,167,1,0,9
36,215,1,0,0
36,37,1,0,1
36,108,0,0,2
36,42,0,0,3
36,105,1,0,4
36,204,1,0,5
36,92,1,0,6
36,0,0,0,7
36,76,0,0,8
36,186,1,0,9
37,102,1,0,0
37,124,1,0,1
37,210,1,0,2
37,173,1,0,3
37,239,1,0,4
37,68,0,0,5
37,209,1,0,6
37,105,1,0,7
37,177,1,0,8
37,215,0,0,9
38,41,0,0,0
38,69,1,0,1
38,81,1,0,2
38,159,0,0,3
38,122,1,0,4
38,206,0,0,5
38,224,1,0,6
38,79,1,0,7
38,234,0,0,8
38,100,0,0,9
39,73,0,0,0
39,141,1,0,1
39,180,1,0,2
39,49,0,0,3
39,130,1,0,4
39,190,1,0,5
39,7,1,0,6
39,163,0,0,7
39,131,1,0,8
39,227,0,0,9
40,10,1,0,0
40,23,1,0,1
40,0,1,0,2
40,210,1,0,3
40,65,1,0,4
40,220,1,0,5
40,124,1,0,6
40,70,1,0,7
40,215,1,0,8
40,221,1,0,9
41,53,1,0,0
41,154,1,0,1
41,18,1,0,2
41,209,1,0,3
41,202,1,0,4
41,123,0,0,5
41,162,0,0,6
41,61,0,0,7
41,112,1,0,8
41,124,0,0,9
42,15,1,0,0
42,102,1,0,1
42,2,0,0,2
42,219,0,0,3
42,108,1,0,4
42,186,0,0,5
42,105,1,0,6
42,41,0,0,7
42,95,0,0,8
42,231,0,0,9
43,189,1,0,0
43,184,1,0,1
43,129,1,0,2
43,225,1,0,3
43,213,1,0,4
43,87,0,0,5
43,54,1,0,6
43,110,0,0,7
43,79,0,0,8
43,179,1,0,9
44,206,1,0,0
44,229,1,0,1
44,165,0,0,2
44,26,1,0,3
44,155,1,0,4
44,159,0,0,5
44,115,1,0,6
44,48,0,0,7
44,3,1,0,8
44,184,1,0,9
45,239,0,0,0
45,194,0,0,1
45,101,1,0,2
45,162,1,0,3
45,187,1,0,4
45,137,0,0,5
45,127,0,0,6
45,129,1,0,7
45,41,1,0,8
45,61,0,0,9
46,170,1,0,0
46,30,1,0,1
46,231,1,0,2
46,94,1,0,3
46,187,1,0,4
46,80,1,0,5
46,15,1,0,6
46,68,0,0,7
46,186,1,0,8
46,11,1,0,9
47,40,1,0,0
47,37,1,0,1
47,20,1,0,2
47,26,0,0,3
47,83,1,0,4
47,98,0,0,5
47,81,1,0,6
47,22,0,0,7
47,220,0,0,8
47,128,1,0,9
48,158,1,0,0
48,77,1,0,1
48,141,1,0,2
48,24,1,0,3
48,218,0,0,4
48,223,1,0,5
48,168,1,0,6
48,111,1,0,7
48,69,0,0,8
48,166,0,0,9
49,175,1,0,0
49,224,1,0,1
49,64,1,0,2
49,178,1,0,3
49,131,0,0,4
49,17,1,0,5
49,26,1,0,6
49,59,1,0,7
49,154,0,0,8
49,233,1,0,9
50,141,1,0,0
50,235,1,0,1
50,118,1,0,2
50,131,0,0,3
50,116,0,0,4
50,30,1,0,5
50,69,1,0,6
50,145,0,0,7
50,217,1,0,8
50,142,0,0,9
51,181,1,0,0
51,64,1,0,1
51,158,1,0,2
51,26,1,0,3
51,136,1,0,4
51,72,1,0,5
51,49,1,0,6
51,161,1,0,7
51,121,1,0,8
51,178,1,0,9
52,39,1,0,0
52,129,1,0,1
52,148,1,0,2
52,78,1,0,3
52,166,1,0,4
52,77,1,0,5
52,144,0,0,6
52,28,1,0,7
52,73,0,0,8
52,38,1,0,9
53,184,1,0,0
53,76,0,0,1
53,234,0,0,2
53,93,0,0,3
53,222,0,0,4
53,62,1,0,5
53,207,0,0,6
53,26,1,0,7
53,211,0,0,8
53,48,1,0,9
54,186,1,0,0
54,189,0,0,1
54,184,1,0,2
54,179,0,0,3
54,2,0,0,4
54,238,1,0,5
54,234,1,0,6
54,106,0,0,7
54,110,1,0,8
54,24,1,0,9
55,164,1,0,0
55,188,1,0,1
55,70,1,0,2
55,220,1,0,3
55,239,0,0,4
55,166,1,0,5
55,22,1,0,6
55,32,0,0,7
55,129,1,0,8
55,195,1,0,9
56,70,1,0,0
56,27,1,0,1
56,36,1,0,2
56,101,1,0,3
56,88,1,0,4
56,113,1,0,5
56,132,1,0,6
56,16,1,0,7
56,81,1,0,8
56,137,0,0,9
57,239,1,0,0
57,141,1,0,1
57,225,1,0,2
57,167,1,0,3
57,153,1,0,4
57,91,0,0,5
57,93,1,0,6
57,150,1,0,7
57,199,0,0,8
57,232,0,0,9
58,152,1,0,0
58,153,1,0,1
58,21,1,0,2
58,161,1,0,3
58,76,0,0,4
58,143,0,0,5
58,214,1,0,6
58,170,1,0,7
58,60,0,0,8
58,99,1,0,9
59,91,0,0,0
59,10,1,0,1
59,168,1,0,2
59,239,1,0,3
59,187,1,0,4
59,39,0,0,5
59,220,0,0,6
59,22,0,0,7
59,70,1,0,8
59,204,1,0,9
60,29,1,0,0
60,66,1,0,1
60,184,1,0,2
60,7,1,0,3
60,229,0,0,4
60,149,1,0,5
60,190,1,0,6
60,222,0,0,7
60,194,0,0,8
60,58,1,0,9
61,239,1,0,0
61,37,1,0,1
61,116,0,0,2
61,217,1,0,3
61,81,1,0,4
61,160,1,0,5
61,122,0,0,6
61,233,1,0,7
61,212,1,0,8
61,22,0,0,9
62,33,0,0,0
62,158,1,0,1
62,119,1,0,2
62,70,1,0,3
62,23,0,0,4
62,195,1,0,5
62,169,1,0,6
62,49,0,0,7
62,236,1,0,8
62,72,1,0,9
63,177,0,0,0
63,238,0,0,1
63,80,0,0,2
63,90,0,0,3
63,102,1,0,4
63,153,1,0,5
63,11,1,0,6
63,121,0,0,7
63,114,1,0,8
63,170,0,0,9
64,239,0,0,0
64,212,1,0,1
64,154,1,0,2
64,168,0,0,3
64,61,1,0,4
64,210,1,0,5
64,209,1,0,6
64,36,1,0,7
64,160,1,0,8
64,18,0,0,9
65,172,0,0,0
65,13,1,0,1
65,95,1,0,2
65,72,0,0,3
65,91,1,0,4
65,166,1,0,5
65,168,1,0,6
65,16,1,0,7
65,113,1,0,8
65,32,1,0,9
66,162,1,0,0
66,125,1,0,1
66,187,0,0,2
66,36,1,0,3
66,61,0,0,4
66,216,1,0,5
66,30,1,0,6
66,134,0,0,7
66,56,0,0,8
66,76,1,0,9
67,218,1,0,0
67,131,0,0,1
67,62,1,0,2
67,202,1,0,3
67,194,0,0,4
67,2,1,0,5
67,168,1,0,6
67,116,1,0,7
67,154,1,0,8
67,89,0,0,9
68,168,1,0,0
68,48,1,0,1
68,32,1,0,2
68,93,1,0,3
68,113,1,0,4
68,117,1,0,5
68,123,1,0,6
68,172,0,0,7
68,110,0,0,8
68,195,0,0,9
69,48,1,0,0
69,61,0,0,1
69,180,1,0,2
69,101,1,0,3
69,35,1,0,4
69,168,1,0,5
69,142,1,0,6
69,141,1,0,7
69,7,1,0,8
69,106,0,0,9
70,64,1,0,0
70,116,1,0,1
70,178,0,0,2
70,74,1,0,3
70,20,1,0,4
70,217,1,0,5
70,12,1,0,6
70,233,1,0,7
70,98,1,0,8
70,161,1,0,9
71,36,1,0,0
71,162,0,0,1
71,53,1,0,2
71,142,1,0,3
71,5,1,0,4
71,38,1,0,5
71,9,0,0,6
71,235,1,0,7
71,33,0,0,8
71,23,1,0,9
72,10,0,0,0
72,142,1,0,1
72,169,1,0,2
72,9,1,0,3
72,162,0,0,4
72,235,1,0,5
72,148,0,0,6
72,221,1,0,7
72,84,1,0,8
72,220,1,0,9
73,194,1,0,0
73,2,1,0,1
73,226,0,0,2
73,66,0,0,3
73,9,0,0,4
73,218,0,0,5
73,62,1,0,6
73,162,1,0,7
73,225,1,0,8
73,10,1,0,9
74,48,1,0,0
74,141,1,0,1
74,180,0,0,2
74,234,1,0,3
74,5,1,0,4
74,106,1,0,5
74,103,1,0,6
74,93,1,0,7
74,176,0,0,8
74,35,0,0,9
75,2,1,0,0
75,62,0,0,1
75,184,1,0,2
75,108,1,0,3
75,218,0,0,4
75,176,1,0,5
75,8,1,0,6
75,10,0,0,7
75,168,1,0,8
75,19,1,0,9
76,33,1,0,0
76,28,1,0,1
76,48,0,0,2
76,52,1,0,3
76,9,1,0,4
76,49,1,0,5
76,198,1,0,6
76,180,1,0,7
76,133,1,0,8
76,59,1,0,9
77,184,0,0,0
77,176,1,0,1
77,2,1,0,2
77,76,1,0,3
77,82,0,0,4
77,60,1,0,5
77,191,1,0,6
77,186,0,0,7
77,188,0,0,8
77,94,1,0,9
78,218,1,0,0
78,145,1,0,1
78,9,0,0,2
78,10,1,0,3
78,203,1,0,4
78,237,1,0,5
78,158,1,0,6
78,183,1,0,7
78,144,1,0,8
78,106,0,0,9
79,190,0,0,0
79,195,0,0,1
79,239,1,0,2
79,150,1,0,3
79,153,1,0,4
79,60,0,0,5
79,6,1,0,6
79,93,1,0,7
79,110,1,0,8
79,197,1,0,9
80,235,1,0,0
80,81,1,0,1
80,36,1,0,2
80,142,0,0,3
80,1,1,0,4
80,59,1,0,5
80,180,0,0,6
80,38,1,0,7
80,211,1,0,8
80,5,1,0,9
81,239,1,0,0
81,41,1,0,1
81,186,1,0,2
81,102,0,0,3
81,170,1,0,4
81,15,1,0,5
81,156,0,0,6
81,210,0,0,7
81,209,1,0,8
81,215,1,0,9
82,138,1,0,0
82,131,1,0,1
82,194,1,0,2
82,180,0,0,3
82,9,1,0,4
82,162,1,0,5
82,148,1,0,6
82,121,1,0,7
82,80,1,0,8
82,50,0,0,9
83,61,1,0,0
83,209,1,0,1
83,162,1,0,2
83,112,1,0,3
83,186,0,0,4
83,36,1,0,5
83,206,1,0,6
83,103,1,0,7
83,9,1,0,8
83,165,1,0,9
84,190,1,0,0
84,14,1,0,1
84,115,1,0,2
84,177,1,0,3
84,224,1,0,4
84,206,1,0,5
84,195,0,0,6
84,239,0,0,7
84,191,1,0,8
84,47,1,0,9
85,136,1,0,0
85,3,1,0,1
85,155,1,0,2
85,206,1,0,3
85,172,1,0,4
85,45,1,0,5
85,115,1,0,6
85,25,1,0,7
85,43,0,0,8
85,121,1,0,9
86,10,0,0,0
86,221,1,0,1
86,168,1,0,2
86,148,1,0,3
86,23,1,0,4
86,84,1,0,5
86,169,1,0,6
86,9,1,0,7
86,111,1,0,8
86,220,1,0,9
87,194,0,0,0
87,239,1,0,1
87,187,1,0,2
87,79,1,0,3
87,118,1,0,4
87,29,0,0,5
87,57,1,0,6
87,19,1,0,7
87,134,1,0,8
87,101,1,0,9
88,137,1,0,0
88,190,1,0,1
88,180,1,0,2
88,115,0,0,3
88,206,1,0,4
88,43,0,0,5
88,7,0,0,6
88,88,1,0,7
88,81,1,0,8
88,155,0,0,9
89,129,1,0,0
89,10,1,0,1
89,164,1,0,2
89,0,0,0,3
89,166,1,0,4
89,70,1,0,5
89,32,0,0,6
89,220,0,0,7
89,23,1,0,8
89,140,0,0,9
90,168,1,0,0
90,210,0,0,1
90,212,1,0,2
90,218,1,0,3
90,169,1,0,4
90,22,1,0,5
90,221,1,0,6
90,13,0,0,7
90,70,1,0,8
90,147,1,0,9
91,206,0,0,0
91,132,1,0,1
91,155,1,0,2
91,201,1,0,3
91,3,1,0,4
91,184,1,0,5
91,43,1,0,6
91,83,0,0,7
91,174,1,0,8
91,40,0,0,9
92,187,1,0,0
92,184,1,0,1
92,168,1,0,2
92,101,1,0,3
92,93,0,0,4
92,83,1,0,5
92,58,1,0,6
92,239,0,0,7
92,132,0,0,8
92,142,1,0,9
93,226,1,0,0
93,131,0,0,1
93,235,1,0,2
93,107,1,0,3
93,98,0,0,4
93,9,0,0,5
93,231,1,0,6
93,194,1,0,7
93,163,1,0,8
93,44,1,0,9
94,39,1,0,0
94,9,1,0,1
94,144,0,0,2
94,56,1,0,3
94,225,1,0,4
94,226,1,0,5
94,162,0,0,6
94,8,1,0,7
94,73,1,0,8
94,10,1,0,9
95,239,0,0,0
95,118,1,0,1
95,69,0,0,2
95,167,0,0,3
95,79,0,0,4
95,71,1,0,5
95,15,1,0,6
95,225,1,0,7
95,196,1,0,8
95,141,1,0,9
96,218,0,0,0
96,67,0,0,1
96,230,1,0,2
96,8,0,0,3
96,163,0,0,4
96,223,1,0,5
96,62,1,0,6
96,49,0,0,7
96,136,0,0,8
96,44,1,0,9
97,10,1,0,0
97,65,1,0,1
97,220,1,0,2
97,108,0,0,3
97,23,0,0,4
97,164,1,0,5
97,210,0,0,6
97,0,1,0,7
97,26,0,0,8
97,221,1,0,9
98,218,1,0,0
98,168,1,0,1
98,62,1,0,2
98,75,0,0,3
98,89,1,0,4
98,83,1,0,5
98,2,1,0,6
98,136,1,0,7
98,93,0,0,8
98,219,0,0,9
99,81,0,0,0
99,76,1,0,1
99,68,0,0,2
99,215,1,0,3
99,187,1,0,4
99,105,1,0,5
99,70,1,0,6
99,239,1,0,7
99,231,0,0,8
99,224,1,0,9
100,121,1,0,0
100,74,0,0,1
100,202,1,0,2
100,190,0,0,3
100,178,1,0,4
100,168,1,0,5
100,155,1,0,6
100,172,1,0,7
100,181,1,0,8
100,136,0,0,9
101,69,1,0,0
101,9,0,0,1
101,10,1,0,2
101,204,1,0,3
101,41,1,0,4
101,100,1,0,5
101,142,0,0,6
101,45,1,0,7
101,58,0,0,8
101,79,1,0,9
102,48,1,0,0
102,26,0,0,1
102,72,1,0,2
102,93,1,0,3
102,85,1,0,4
102,33,1,0,5
102,70,1,0,6
102,23,0,0,7
102,195,1,0,8
102,64,1,0,9
103,239,1,0,0
103,210,1,0,1
103,97,1,0,2
103,209,1,0,3
103,47,1,0,4
103,14,1,0,5
103,36,1,0,6
103,160,1,0,7
103,171,1,0,8
103,124,1,0,9
104,129,1,0,0
104,70,1,0,1
104,32,1,0,2
104,195,1,0,3
104,47,1,0,4
104,117,1,0,5
104,96,1,0,6
104,36,0,0,7
104,23,1,0,8
104,38,0,0,9
105,194,1,0,0
105,116,1,0,1
105,131,1,0,2
105,145,1,0,3
105,118,0,0,4
105,83,1,0,5
105,41,0,0,6
105,218,1,0,7
105,122,1,0,8
105,235,1,0,9
106,191,0,0,0
106,184,0,0,1
106,186,1,0,2
106,195,1,0,3
106,4,1,0,4
106,189,0,0,5
106,110,1,0,6
106,190,1,0,7
106,76,1,0,8
106,94,0,0,9
107,184,1,0,0
107,29,1,0,1
107,239,0,0,2
107,110,0,0,3
107,225,1,0,4
107,118,1,0,5
107,93,1,0,6
107,141,1,0,7
107,79,1,0,8
107,196,0,0,9
108,37,1,0,0
108,145,0,0,1
108,218,1,0,2
108,227,1,0,3
108,205,0,0,4
108,22,1,0,5
108,212,1,0,6
108,36,1,0,7
108,122,1,0,8
108,76,0,0,9
109,222,1,0,0
109,81,1,0,1
109,1,0,0,2
109,88,0,0,3
109,70,1,0,4
109,101,1,0,5
109,184,1,0,6
109,150,1,0,7
109,224,1,0,8
109,190,1,0,9
110,129,1,0,0
110,170,1,0,1
110,236,1,0,2
110,99,1,0,3
110,162,1,0,4
110,239,0,0,5
110,152,1,0,6
110,10,1,0,7
110,23,1,0,8
110,186,1,0,9
111,239,1,0,0
111,118,1,0,1
111,187,1,0,2
111,46,0,0,3
111,55,1,0,4
111,216,1,0,5
111,122,1,0,6
111,22,1,0,7
111,145,1,0,8
111,165,1,0,9
112,225,1,0,0
112,190,0,0,1
112,73,1,0,2
112,196,0,0,3
112,67,1,0,4
112,193,0,0,5
112,129,1,0,6
112,213,1,0,7
112,87,1,0,8
112,141,1,0,9
113,222,1,0,0
113,9,1,0,1
113,45,1,0,2
113,58,1,0,3
113,180,1,0,4
113,142,1,0,5
113,7,0,0,6
113,137,1,0,7
113,206,1,0,8
113,43,0,0,9
114,225,1,0,0
114,238,0,0,1
114,141,0,0,2
114,234,0,0,3
114,110,0,0,4
114,184,1,0,5
114,93,0,0,6
114,138,1,0,7
114,189,1,0,8
114,197,1,0,9
115,70,1,0,0
115,10,1,0,1
115,188,1,0,2
115,164,1,0,3
115,220,1,0,4
115,169,1,0,5
115,46,1,0,6
115,22,0,0,7
115,239,1,0,8
115,128,0,0,9
116,134,1,0,0
116,4,1,0,1
116,78,1,0,2
116,119,1,0,3
116,76,1,0,4
116,179,1,0,5
116,228,0,0,6
116,7,1,0,7
116,189,1,0,8
116,73,1,0,9
117,1,1,0,0
117,36,0,0,1
117,101,1,0,2
117,239,1,0,3
117,53,0,0,4
117,129,0,0,5
117,70,0,0,6
117,150,0,0,7
117,38,0,0,8
117,235,1,0,9
118,142,0,0,0
118,184,0,0,1
118,7,1,0,2
118,9,0,0,3
118,58,1,0,4
118,201,1,0,5
118,128,1,0,6
118,25,1,0,7
118,180,0,0,8
118,50,0,0,9
119,144,1,0,0
119,187,0,0,1
119,170,0,0,2
119,15,1,0,3
119,11,1,0,4
119,13,0,0,5
119,237,1,0,6
119,125,0,0,7
119,239,1,0,8
119,145,1,0,9
0,193,1,1,0
0,67,1,1,1
0,190,1,1,2
0,149,0,1,3
0,229,0,1,4
0,196,1,1,5
0,232,1,1,6
0,239,1,1,7
0,150,0,1,8
0,66,0,1,9
1,231,1,1,0
1,184,1,1,1
1,226,1,1,2
1,213,1,1,3
1,208,1,1,4
1,185,1,1,5
1,107,0,1,6
1,79,1,1,7
1,98,0,1,8
1,192,0,1,9
2,52,1,1,0
2,190,1,1,1
2,113,1,1,2
2,144,1,1,3
2,137,1,1,4
2,39,0,1,5
2,61,1,1,6
2,115,1,1,7
2,206,0,1,8
2,157,1,1,9
3,83,1,1,0
3,107,1,1,1
3,26,1,1,2
3,102,0,1,3
3,57,0,1,4
3,74,1,1,5
3,219,1,1,6
3,239,1,1,7
3,116,0,1,8
3,20,1,1,9
4,129,0,1,0
4,137,0,1,1
4,189,1,1,2
4,166,0,1,3
4,101,0,1,4
4,206,0,1,5
4,91,0,1,6
4,77,1,1,7
4,32,1,1,8
4,39,1,1,9
5,168,1,1,0
5,124,0,1,1
5,115,1,1,2
5,53,1,1,3
5,123,1,1,4
5,229,1,1,5
5,130,0,1,6
5,97,0,1,7
5,45,1,1,8
5,138,1,1,9
6,129,0,1,0
6,215,0,1,1
6,53,1,1,2
6,0,0,1,3
6,36,1,1,4
6,70,1,1,5
6,173,1,1,6
6,209,0,1,7
6,239,0,1,8
6,152,0,1,9
7,64,0,1,0
7,169,1,1,1
7,49,0,1,2
7,178,0,1,3
7,47,0,1,4
7,163,0,1,5
7,72,1,1,6
7,74,1,1,7
7,161,0,1,8
7,90,0,1,9
8,180,1,1,0
8,7,1,1,1
8,190,1,1,2
8,184,1,1,3
8,73,0,1,4
8,4,1,1,5
8,211,0,1,6
8,141,1,1,7
8,130,1,1,8
8,213,1,1,9
9,138,1,1,0
9,129,0,1,1
9,146,1,1,2
9,66,1,1,3
9,140,1,1,4
9,90,1,1,5
9,50,0,1,6
9,111,1,1,7
9,123,1,1,8
9,199,1,1,9
10,105,1,1,0
10,10,0,1,1
10,80,1,1,2
10,41,1,1,3
10,231,1,1,4
10,185,1,1,5
10,9,1,1,6
10,56,1,1,7
10,122,0,1,8
10,107,1,1,9
11,208,1,1,0
11,67,1,1,1
11,64,1,1,2
11,74,1,1,3
11,26,1,1,4
11,98,1,1,5
11,70,1,1,6
11,96,1,1,7
11,20,1,1,8
11,114,1,1,9
12,210,0,1,0
12,239,1,1,1
12,209,1,1,2
12,124,1,1,3
12,97,1,1,4
12,102,0,1,5
12,177,0,1,6
12,109,1,1,7
12,170,1,1,8
12,168,1,1,9
13,213,1,1,0
13,225,1,1,1
13,73,1,1,2
13,129,0,1,3
13,120,1,1,4
13,189,1,1,5
13,66,1,1,6
13,39,0,1,7
13,24,0,1,8
13,184,1,1,9
14,37,1,1,0
14,116,1,1,1
14,41,0,1,2
14,81,1,1,3
14,217,1,1,4
14,67,0,1,5
14,122,1,1,6
14,131,1,1,7
14,160,1,1,8
14,45,1,1,9
15,11,1,1,0
15,238,1,1,1
15,54,1,1,2
15,239,1,1,3
15,187,1,1,4
15,99,1,1,5
15,153,1,1,6
15,122,1,1,7
15,170,0,1,8
15,15,1,1,9
16,68,1,1,0
16,10,1,1,1
16,170,1,1,2
16,105,0,1,3
16,210,0,1,4
16,220,0,1,5
16,102,1,1,6
16,95,0,1,7
16,109,0,1,8
16,183,1,1,9
17,47,0,1,0
17,126,1,1,1
17,195,1,1,2
17,33,1,1,3
17,161,0,1,4
17,70,1,1,5
17,52,1,1,6
17,72,0,1,7
17,23,1,1,8
17,129,0,1,9
18,10,0,1,0
18,70,0,1,1
18,220,1,1,2
18,68,1,1,3
18,139,1,1,4
18,56,0,1,5
18,22,1,1,6
18,162,1,1,7
18,187,0,1,8
18,23,0,1,9
19,32,1,1,0
19,80,1,1,1
19,121,1,1,2
19,178,0,1,3
19,90,0,1,4
19,206,1,1,5
